"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_6"	"CEC3672_1_FP_24"	"CEC3672_2_FP_6"	"CEC3609_1_TR_24"	"NI_1_TR_3"	"NI_2_TR_3"	"CEC3672_1_TR_6"	"CEC3672_3_TR_24"	"CEC3609_2_FP_3"	"NI_1_TR_24"	"CEC3609_1_FP_6"	"NI_3_TR_3"	"CEC3672_2_FP_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_TR_3"	"CEC3609_3_FP_24"	"CEC3609_2_TR_3"	"CEC3672_1_FP_3"	"CEC3672_2_TR_6"	"CEC3672_1_FP_6"	"CEC3672_3_FP_6"	"CEC3672_3_FP_3"	"CEC3609_3_TR_3"	"CEC3672_2_TR_24"	"CEC3609_1_FP_24"	"NI_2_TR_6"	"CEC3672_3_TR_3"	"CEC3609_2_TR_24"	"CEC3609_2_TR_6"	"NI_2_TR_24"	"CEC3609_2_FP_6"	"NI_1_TR_6"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3672_2_FP_24"	"CEC3672_1_TR_3"	"CEC3609_3_TR_6"	"NI_3_TR_24"	"CEC3609_3_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_TR_6"
"C7_00260C_A"	"Ca22chr7A_C_albicans_SC5314"	35365	38295	"-"	2931	"C7_00260C_A"	NA	"%28orf19.7096%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YLR001C%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_70470%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_300640%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_124433"	806	921	680	946	0	0	732	787	322	0	1055	0	572	946	948	919	382	1045	351	593	707	761	670	571	361	1166	1008	0	754	828	969	0	989	0	751	750	335	916	766	878	0	399	830	704
"C7_00270W_A"	"Ca22chr7A_C_albicans_SC5314"	38507	39679	"+"	1173	"C7_00270W_A"	NA	"%28orf19.7095%29%20Ortholog%28s%29%20have%20fluoride%20transmembrane%20transporter%20activity%2C%20role%20in%20cellular%20detoxification%20of%20fluoride%2C%20fluoride%20export%20across%20plasma%20membrane%20and%20plasma%20membrane%20localization"	601	746	903	538	0	0	903	919	706	0	666	0	765	784	607	603	1092	727	1034	711	1009	908	863	803	907	1490	669	0	766	593	771	0	634	0	950	839	923	761	895	635	0	797	501	859
"C7_00280W_A"	"Ca22chr7A_C_albicans_SC5314"	41587	43167	"+"	1581	"C7_00280W_A"	"HGT12"	"%28orf19.7094%29%20Glucose%2C%20fructose%2C%20mannose%20transporter%3B%20major%20facilitator%20superfamily%3B%20role%20in%20macrophage-induced%20hyphal%20growth%3B%20detected%20at%20germ%20tube%20plasma%20membrane%20by%20mass%20spectrometry%3B%20Snf3p-induced%3B%2012%20probable%20transmembrane%20segments"	439	5	113	96	0	0	63	8	231	0	735	0	273	5	574	122	4338	137	4478	243	57	107	95	346	4457	17	89	0	466	268	682	0	432	0	583	17	376	1	491	504	0	323	56	59
"C7_00290C_A"	"Ca22chr7A_C_albicans_SC5314"	43379	45102	"-"	1724	"C7_00290C_A"	"HGT13"	"%28orf19.7093%29%20Predicted%20sugar%20transporter%2C%20involved%20in%20glycerol%20utilization%3B%20member%20of%20the%20major%20facilitator%20superfamily%3B%2012%20transmembrane%3B%20gene%20has%20intron%3B%20oxidative%20stress-induced%20via%20Cap1p%3B%20expressed%20in%20rich%20medium%2C%202%25%20glucose"	86	82	111	125	0	0	123	85	16	0	157	0	64	76	141	95	55	90	49	61	97	127	119	65	48	135	88	0	82	124	91	0	133	0	83	79	49	80	56	97	0	35	133	93
"C7_00300W_A"	"Ca22chr7A_C_albicans_SC5314"	46309	47109	"+"	801	"C7_00300W_A"	NA	"%28orf19.7092%29%20Putative%20NAD%20dependent%20epimerase%2Fdehydratase%20family%20protein%3B%20Spider%20biofilm%20repressed"	743	961	1237	712	0	0	1136	1074	591	0	1104	0	1078	959	1062	704	907	786	794	1007	1235	1226	1103	1099	766	1697	709	0	1245	707	874	0	996	0	1225	1015	686	839	1088	834	0	616	691	1066
"C7_00310C_A"	"Ca22chr7A_C_albicans_SC5314"	47152	47988	"-"	837	"C7_00310C_A"	NA	"%28orf19.7091%29%20Protein%20of%20unknown%20function%3B%20induced%20by%20nitric%20oxide%3B%20Spider%20biofilm%20repressed"	167	270	204	288	0	0	202	355	133	0	195	0	165	314	184	263	201	280	155	181	245	175	194	179	165	564	275	0	148	294	248	0	190	0	174	359	135	287	182	219	0	144	311	190
"C7_00320C_A"	"Ca22chr7A_C_albicans_SC5314"	48461	51214	"-"	2754	"C7_00320C_A"	"PMR1"	"%28orf19.7089%29%20Secretory%20pathway%20P-type%20Ca2%2B%2FMn2%2B-ATPase%3B%20calcium%20pump%20involved%20in%20control%20of%20calcium%20homeostasis%3B%20required%20for%20protein%20glycosylation%20and%20cell%20wall%20maintenance%3B%20required%20for%20hyphal%20tip%20oscillation%20in%20semisolid%20substrate"	1105	1439	1808	949	0	0	1941	1619	1282	0	1221	0	1870	1360	1115	903	1738	1131	1492	1916	2172	1680	1668	1763	1513	2517	975	0	1651	1043	1190	0	1161	0	1789	1342	1448	1306	1614	1142	0	1335	855	2233
"C7_00330C_A"	"Ca22chr7A_C_albicans_SC5314"	51707	52855	"-"	1149	"C7_00330C_A"	NA	"%28orf19.7088%29%20Ortholog%28s%29%20have%20N%286%29-L-threonylcarbamoyladenine%20synthase%20activity%2C%20single-stranded%20telomeric%20DNA%20binding%20activity%20and%20role%20in%20regulation%20of%20translational%20fidelity%2C%20tRNA%20threonylcarbamoyladenosine%20modification%2C%20telomere%20maintenance"	729	645	858	556	0	0	955	740	868	0	739	0	615	688	723	571	1089	654	1092	760	1019	852	736	672	919	1256	668	0	646	580	811	0	769	0	765	708	1012	651	667	839	0	954	527	976
"C7_00340C_A"	"Ca22chr7A_C_albicans_SC5314"	52951	55866	"-"	2916	"C7_00340C_A"	NA	"%28orf19.7086%29%20Ortholog%28s%29%20have%20protein%20transporter%20activity%2C%20role%20in%20protein%20import%20into%20nucleus%20and%20cytoplasm%2C%20nucleus%20localization"	2278	1539	2112	1790	0	0	2038	1940	1044	0	4015	0	2585	1349	3930	1330	1292	1238	1247	2412	2042	2510	2189	2408	1417	3041	1463	0	2314	1440	2516	0	3502	0	2370	1779	1275	1406	2138	2509	0	1187	1534	1994
"C7_00350C_A"	"Ca22chr7A_C_albicans_SC5314"	56058	57377	"-"	1320	"C7_00350C_A"	NA	"%28orf19.7085%29%20Protein%20of%20unknown%20function%3B%20induced%20in%20core%20stress%20response%3B%20induced%20by%20cadmium%20stress%20via%20Hog1%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20macrophage-repressed%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	10395	2138	1546	23889	0	0	1954	2366	1589	0	12431	0	1243	2121	11560	22694	2655	18656	2581	1174	2023	2716	1530	1374	2320	3930	21814	0	1932	23130	10043	0	9823	1	1960	2668	1811	2729	1810	12043	0	1819	21296	1696
"C7_00360W_A"	"Ca22chr7A_C_albicans_SC5314"	59071	60084	"+"	1014	"C7_00360W_A"	"DFI1"	"%28orf19.7084%29%20Cell-surface%20associated%20glycoprotein%3B%20promotes%20activation%20of%20Cek1%20in%20a%20matrix-dependent%20manner%3B%20N-glycosylated%3B%20Spider%20biofilm%20induced"	4590	3839	2396	6342	0	0	3726	3824	2561	0	5018	0	2250	3864	4659	6290	4032	5835	4106	2323	3840	2746	2377	2225	3503	6138	6245	1	3057	6521	5494	0	4103	0	3328	3711	3229	3753	2922	5309	0	3099	6545	3824
"C7_00370W_A"	"Ca22chr7A_C_albicans_SC5314"	60279	61298	"+"	1020	"C7_00370W_A"	"DCC1"	"%28orf19.7083%29%20Protein%20with%20a%20predicted%20role%20in%20sister%20chromatid%20cohesion%20and%20telomere%20length%20maintenance%3B%20cell-cycle%20regulated%20periodic%20mRNA%20expression"	68	136	282	94	0	0	195	239	145	0	122	0	380	172	137	59	139	77	119	342	194	276	298	350	123	390	67	0	218	96	90	0	136	0	236	227	151	119	213	89	0	173	104	201
"C7_00380W_A"	"Ca22chr7A_C_albicans_SC5314"	61437	62255	"+"	819	"C7_00380W_A"	NA	"%28orf19.7082%29%20S-adenosylmethionine%20transporter%20of%20the%20mitochondrial%20inner%20membrane%3B%20mitochondrial%20carrier%20family%3B%20predicted%20role%20in%20biotin%20biosynthesis%20and%20respiratory%20growth%3B%20Spider%20biofilm%20repressed"	154	135	321	158	0	0	250	256	331	0	188	0	354	179	178	104	361	109	322	333	305	278	286	367	375	507	103	0	331	134	143	0	188	0	357	283	342	141	292	123	0	366	135	242
"C7_00390W_A"	"Ca22chr7A_C_albicans_SC5314"	62478	63944	"+"	1467	"C7_00390W_A"	"SPL1"	"%28orf19.7081%29%20Protein%20similar%20to%20S.%20cerevisiae%20Spl1p%2C%20which%20is%20involved%20in%20tRNA%20splicing%3B%20member%20of%20pyridoxal-phosphate-dependent%20aminotransferase%20protein%20family%3B%20predicted%20to%20be%20essential"	3550	3889	2687	3839	0	0	3396	3341	1773	0	4137	0	2512	3617	3856	4372	2479	4518	2189	2275	3461	2877	2565	2276	2228	5531	4733	0	2472	4029	4048	0	3638	0	2676	3068	2043	3738	2479	3886	0	1911	3439	3215
"C7_00400W_A"	"Ca22chr7A_C_albicans_SC5314"	64158	65279	"+"	1122	"C7_00400W_A"	"LEU2"	"%28orf19.7080%29%20Isopropyl%20malate%20dehydrogenase%3B%20leucine%20biosynthesis%3B%20induced%20by%20human%20whole%20blood%20or%20PMNs%3B%20protein%20level%20decreases%20in%20stationary%20phase%3B%20GlcNAc-induced%20protein%3B%20flow%20model%20biofilm%20repressed"	474	625	779	1131	0	0	796	1786	458	0	450	0	1127	675	435	735	2613	679	2465	1104	735	932	822	1089	2447	2682	782	0	1036	1033	469	0	381	0	1208	1494	628	608	1074	397	0	535	1191	626
"C7_00410C_A"	"Ca22chr7A_C_albicans_SC5314"	65303	68746	"-"	3444	"C7_00410C_A"	NA	"%28orf19.7079%29%20Ortholog%28s%29%20have%20Rho%20guanyl-nucleotide%20exchange%20factor%20activity%2C%20role%20in%20axial%20cellular%20bud%20site%20selection%2C%20cytogamy%2C%20positive%20regulation%20of%20GTPase%20activity%20and%20cellular%20bud%20neck%20contractile%20ring%20localization"	303	225	284	346	0	0	364	346	595	0	428	0	364	213	456	243	667	289	578	400	365	333	328	434	693	537	298	0	386	350	369	0	387	0	352	301	638	242	305	339	0	628	353	377
"C7_00420C_A"	"Ca22chr7A_C_albicans_SC5314"	69078	69539	"-"	462	"C7_00420C_A"	NA	"%28orf19.7078%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YCL012C%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_65270%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_805430%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_96597%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2G11022g"	423	529	702	505	0	0	774	530	178	0	839	0	643	529	807	530	239	593	253	615	817	775	684	641	277	800	610	0	961	489	516	0	680	0	849	494	187	483	715	469	0	216	464	745
"C7_00430W_A"	"Ca22chr7A_C_albicans_SC5314"	70601	72361	"+"	1761	"C7_00430W_A"	NA	"%28orf19.7077%29%20Putative%20ferric%20reductase%3B%20induced%20by%20Mac1%20under%20copper%20starvation%3B%20Plc1-regulated%3B%20Rim101-repressed"	7433	2334	3398	3549	0	0	6059	1745	2311	0	5661	0	3971	2283	5729	3868	6699	4353	6204	3846	6355	3045	3245	3688	6650	2489	4340	0	6583	3945	10014	0	5354	0	6807	1459	2747	2163	5984	9152	0	2556	3155	5920
"C7_00440C_A"	"Ca22chr7A_C_albicans_SC5314"	72658	74332	"-"	1675	"C7_00440C_A"	"GBP2"	"%28orf19.7076%29%20Putative%20single-strand%20telomeric%20DNA-binding%20protein%3B%20protein%20level%20decreases%20in%20stationary%20phase%20cultures%3B%20Spider%20biofilm%20repressed"	2350	2561	2744	2158	0	0	3321	3259	3046	0	2583	0	3250	2631	2477	2082	3812	2378	3563	3237	3388	2993	2827	3090	3619	4917	2145	0	3000	2239	2610	0	2476	1	3302	2618	3575	2492	2945	2514	1	3586	2047	3320
"C7_00450C_A"	"Ca22chr7A_C_albicans_SC5314"	74657	75454	"-"	798	"C7_00450C_A"	NA	"%28orf19.7074%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20II%20transcription%20regulator%20recruiting%20activity%2C%20methylated%20histone%20binding%20activity"	539	531	487	425	0	0	635	513	303	0	619	0	485	537	586	534	367	530	368	447	645	506	497	460	334	719	502	0	592	502	566	0	564	0	572	503	361	515	484	559	0	371	382	572
"C7_00460W_A"	"Ca22chr7A_C_albicans_SC5314"	75620	76342	"+"	723	"C7_00460W_A"	NA	"%28orf19.7073%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YCL002C%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_70180%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_805360%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20cten_CGOB_00114%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_64481"	105	180	173	133	0	0	208	182	75	0	140	0	147	181	153	148	83	112	70	152	215	196	173	159	71	265	109	0	161	104	96	0	149	0	175	162	72	153	184	104	0	86	115	225
"C7_00470C_A"	"Ca22chr7A_C_albicans_SC5314"	76425	77930	"-"	1506	"C7_00470C_A"	"PEL1"	"%28orf19.7072%29%20Predicted%20enzyme%20of%20mitochondrial%20phospholipid%20biosynthesis%3B%20rat%20catheter%20and%20flow%20model%20biofilm%20induced"	1607	1484	1433	1116	0	0	1767	1479	1392	0	1303	0	1305	1393	1291	1135	1962	1201	2023	1393	2039	1557	1457	1115	1723	2295	1355	0	1378	1185	1569	0	1476	1	1368	1285	1641	1410	1285	1708	0	1600	1061	1975
"C7_00480W_A"	"Ca22chr7A_C_albicans_SC5314"	79446	80990	"+"	1545	"C7_00480W_A"	"FGR2"	"%28orf19.7071%29%20Protein%20similar%20to%20phosphate%20transporters%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20expression%20is%20regulated%20upon%20white-opaque%20switching"	35	1	50	18	0	0	34	7	44	0	24	0	241	8	30	9	96	16	94	285	39	55	60	190	107	8	8	0	322	12	30	0	67	0	297	7	70	3	317	38	0	44	15	73
"C7_00490C_A"	"Ca22chr7A_C_albicans_SC5314"	81174	81905	"-"	732	"C7_00490C_A"	NA	"%28orf19.7069%29%20Putative%20AdoMet-dependent%20proline%20methyltransferase%3B%20Hap43-induced%3B%20required%20for%20normal%20flow%20model%20biofilm%20growth%3B%20Spider%20biofilm%20repressed"	157	106	164	94	0	0	171	114	358	0	126	0	198	113	117	80	544	117	475	214	202	186	171	224	459	216	100	0	230	77	167	0	132	0	255	104	408	108	208	138	0	403	94	191
"C7_00500W_A"	"Ca22chr7A_C_albicans_SC5314"	81346	81816	"+"	471	"C7_00500W_A"	NA	"%28orf19.7070%29%20Ortholog%20of%20Candida%20guilliermondii%20ATCC%206260%20%3A%20PGUG_03499%2C%20Candida%20lusitaniae%20ATCC%2042720%20%3A%20CLUG_00410%20and%20Candida%20albicans%20WO-1%20%3A%20CAWG_05407"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C7_00510W_A"	"Ca22chr7A_C_albicans_SC5314"	82584	83879	"+"	1296	"C7_00510W_A"	"MAC1"	"%28orf19.7068%29%20Copper%20fist%20transcription%20factor%3B%20regulator%20of%20CTR1%20copper%20transporter%3B%20induces%20CTR1%20in%20low-copper%20conditions%3B%20required%20for%20copper%20regulation%20of%20SOD1%20and%20SOD3%3B%20Spider%20biofilm%20induced"	617	760	738	932	0	0	664	725	838	0	804	0	1244	738	860	801	937	876	790	1250	662	790	750	1181	830	1152	938	0	1007	946	673	0	919	0	1039	691	935	729	973	713	0	897	890	713
"C7_00520W_A"	"Ca22chr7A_C_albicans_SC5314"	84177	87452	"+"	3276	"C7_00520W_A"	NA	"%28orf19.7067%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20II%20C-terminal%20domain%20phosphoserine%20binding%2C%20transcription%20factor%20activity%2C%20RNA%20polymerase%20II%20transcription%20factor%20binding%2C%20triplex%20DNA%20binding%20activity"	1462	1728	1837	1447	0	0	2000	1943	2229	0	1454	0	2277	1614	1440	1067	2709	1227	2600	2277	1873	1827	1988	2068	2442	2845	1202	0	2018	1364	1628	0	1609	0	2281	1735	2561	1542	1967	1659	0	2613	1226	2093
"C7_00530C_A"	"Ca22chr7A_C_albicans_SC5314"	87578	88111	"-"	534	"C7_00530C_A"	"PSF3"	"%28orf19.7065%29%20Putative%20GINS%20complex%20subunit%3B%20cell-cycle%20regulated%20periodic%20mRNA%20expression%3B%20Spider%20biofilm%20induced"	158	179	335	169	0	0	248	274	171	0	179	0	352	171	215	145	178	141	164	399	312	382	378	370	146	464	123	0	357	152	159	0	251	0	283	306	178	184	251	146	0	196	162	299
"C7_00540W_A"	"Ca22chr7A_C_albicans_SC5314"	88271	88384	"+"	114	"C7_00540W_A"	NA	"%28snR46a%29%20H%2FACA%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"C7_00550C_A"	"Ca22chr7A_C_albicans_SC5314"	88681	91080	"-"	2400	"C7_00550C_A"	"GLN4"	"%28orf19.7064%29%20Putative%20tRNA-Gln%20synthetase%3B%20genes%20encoding%20ribosomal%20subunits%2C%20translation%20factors%2C%20tRNA%20synthetases%20are%20downregulated%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures"	2247	2245	2166	1928	1	1	2614	2461	2855	0	1891	0	2410	2103	1801	1548	3535	1742	3288	2491	2625	2255	2284	2098	3259	3655	1630	0	2396	1931	2113	0	1994	0	2223	2224	3159	1995	2201	2168	0	3299	1808	2785
"C7_00560C_A"	"Ca22chr7A_C_albicans_SC5314"	91359	92165	"-"	807	"C7_00560C_A"	"THG1"	"%28orf19.7063%29%20tRNA%20guanylyltransferase%2C%20with%20role%20in%20tRNA%20modification%3B%20catalyzes%20reverse%20%283%27-5%27%29%20nucleotide%20polymerization"	181	331	295	214	0	0	295	426	399	0	229	0	319	296	207	258	407	259	355	314	290	311	350	233	317	630	236	0	272	235	193	0	223	0	223	372	382	322	217	216	0	349	190	343
"C7_00570W_A"	"Ca22chr7A_C_albicans_SC5314"	92423	95923	"+"	3501	"C7_00570W_A"	"RPA135"	"%28orf19.7062%29%20Putative%20RNA%20polymerase%20I%20subunit%20A135%3B%20repressed%20by%20prostaglandins"	2897	3662	3180	3113	0	0	3794	4845	4357	0	2094	0	3256	3583	2010	2712	6055	3364	5765	3229	3933	3455	3566	2848	4957	7157	3264	0	2670	3169	3388	0	2487	0	3368	4025	5227	3591	3099	3278	0	4798	2925	4328
"C7_00580C_A"	"Ca22chr7A_C_albicans_SC5314"	96043	96723	"-"	681	"C7_00580C_A"	NA	"%28orf19.7061%29%20Ortholog%28s%29%20have%20ATPase%20activity"	184	250	258	175	0	0	286	291	136	0	247	0	232	254	304	149	173	173	166	222	259	282	275	223	154	403	152	0	262	161	189	0	255	0	269	249	161	212	241	225	0	168	194	258
"C7_00590W_A"	"Ca22chr7A_C_albicans_SC5314"	96928	97902	"+"	975	"C7_00590W_A"	NA	"%28orf19.7060%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_70070%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_301080%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2F22946g%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_46820"	278	302	422	259	0	0	336	376	188	0	589	0	421	312	642	219	212	274	193	331	281	449	423	409	194	556	248	0	390	217	332	0	515	0	382	365	194	295	337	339	0	214	233	288
"C7_00600C_A"	"Ca22chr7A_C_albicans_SC5314"	97943	99298	"-"	1356	"C7_00600C_A"	NA	"%28orf19.7059%29%20Ortholog%28s%29%20have%20endoribonuclease%20activity%2C%20role%20in%20nuclear%20mRNA%20surveillance%20of%20mRNP%20export%2C%20transcription%2C%20DNA-templated%20and%20cytoplasm%2C%20nucleus%20localization"	489	739	846	396	0	0	909	808	473	0	554	0	824	670	632	406	616	424	598	790	922	811	818	805	619	1204	403	0	840	412	510	0	560	0	883	735	575	584	758	526	0	554	400	888
"C7_00610C_A"	"Ca22chr7A_C_albicans_SC5314"	99537	101327	"-"	1791	"C7_00610C_A"	NA	"%28orf19.7058%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20RMD8%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0C01969g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_70050%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_301100%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_113673"	1177	1417	1200	947	0	0	1547	1140	747	0	1302	0	1254	1303	1361	1048	812	1155	766	1214	1598	1227	1290	1182	777	2007	1147	0	1511	968	1227	0	1287	0	1510	1125	829	1329	1305	1326	0	815	806	1556
"C7_00620W_A"	"Ca22chr7A_C_albicans_SC5314"	101629	103806	"+"	2178	"C7_00620W_A"	"GUS1"	"%28orf19.7057%29%20Putative%20glutamine-tRNA%20ligase%3B%20stationary%20phase%20enriched%20protein%3B%20Spider%20biofilm%20repressed"	2677	2560	2858	1966	0	0	3724	2990	3445	0	2291	0	3574	2348	2189	1443	3999	1686	3692	3618	3572	3117	3049	3160	3747	4508	1563	0	3759	1934	2823	0	2396	0	3673	2533	3834	2353	3268	2874	0	3918	1772	3788
"C7_00630C_A"	"Ca22chr7A_C_albicans_SC5314"	103977	105816	"-"	1840	"C7_00630C_A"	NA	"%28orf19.7056%29%20Putative%20protein%20of%20unknown%20function%3B%20transcript%20is%20upregulated%20in%20clinical%20isolates%20from%20HIV%2B%20patients%20with%20oral%20candidiasis%3B%20regulated%20by%20Sef1%2C%20Sfu1%2C%20and%20Hap43"	225	1219	165	14814	0	0	292	3020	123	0	301	0	156	1372	260	9378	118	4420	89	147	316	191	170	114	100	4092	5352	0	223	10901	288	0	241	0	237	1808	175	1349	190	252	0	164	24432	248
"C7_00640C_A"	"Ca22chr7A_C_albicans_SC5314"	106320	106646	"-"	327	"C7_00640C_A"	NA	"%28orf19.7055%29%20Dubious%20open%20reading%20frame"	0	3	1	1	0	0	8	3	0	0	6	0	1	2	1	1	0	4	0	1	10	4	3	2	0	4	1	0	4	1	0	0	0	0	1	4	0	2	6	1	0	0	0	2
"C7_00650W_A"	"Ca22chr7A_C_albicans_SC5314"	114110	114475	"+"	366	"C7_00650W_A"	NA	"%28orf19.7054%29%20Dubious%20open%20reading%20frame"	1	4	4	14	0	0	3	1	0	0	6	0	1	1	3	6	0	6	0	1	3	1	1	4	1	6	4	0	8	3	9	0	5	0	6	0	0	1	4	9	0	0	9	1
"C7_00660W_A"	"Ca22chr7A_C_albicans_SC5314"	115894	117909	"+"	2016	"C7_00660W_A"	"GAC1"	"%28orf19.7053%29%20Putative%20regulatory%20subunit%20of%20ser%2Fthr%20phosphoprotein%20phosphatase%201%3B%20fluconazole-induced%3B%20caspofungin%20repressed%3B%20transcript%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20regulated%20by%20Nrg1%2C%20Tup1%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	11053	7787	7111	9504	0	0	8843	4267	2894	0	12504	0	5922	7043	12971	11535	4318	11282	4036	5687	9010	7751	7654	5787	4196	6406	12810	0	8109	9549	12215	0	13303	0	8935	4243	2929	7539	7628	13245	0	3176	9012	9377
"C7_00670C_A"	"Ca22chr7A_C_albicans_SC5314"	122844	126245	"-"	3402	"C7_00670C_A"	NA	"%28orf19.7052%29%20Putative%20polyphosphatidylinositol%20phosphatase%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	732	769	1070	580	0	0	1320	741	960	0	729	0	980	644	691	474	1247	497	1117	996	1336	1044	1082	928	1109	1174	442	0	923	537	814	0	753	0	1125	649	1065	677	983	786	0	1118	554	1365
"C7_00680W_A"	"Ca22chr7A_C_albicans_SC5314"	126561	127202	"+"	642	"C7_00680W_A"	NA	"%28orf19.7051%29%20Maf-like%20protein%3B%20rat%20catheter%20biofilm%20induced"	91	160	234	117	0	0	234	213	206	0	106	0	264	146	96	84	248	122	235	213	186	246	228	230	214	289	93	0	176	108	77	0	122	0	222	232	208	144	204	99	0	200	119	246
"C7_00690W_A"	"Ca22chr7A_C_albicans_SC5314"	127379	128182	"+"	804	"C7_00690W_A"	"NOP15"	"%28orf19.7050%29%20Nucleolar%20ribosome%20biogenesis%20factor%3B%20hyphal-induced%20expression%3B%20Hap43-induced%3B%20rat%20catheter%20biofilm%20induced"	2585	1968	2296	1713	0	0	2608	2266	3317	0	2054	0	2332	1771	1840	1807	3947	1982	3737	2481	2687	2349	2481	2049	3124	3431	1789	0	1883	1911	2176	0	2268	0	2261	2112	3427	1823	2236	2593	0	3519	1717	2759
"C7_00700W_A"	"Ca22chr7A_C_albicans_SC5314"	129228	129608	"+"	381	"C7_00700W_A"	"CYB5"	"%28orf19.7049%29%20Cytochrome%20b%285%29%3B%20ortholog%20of%20S.%20cerevisiae%20Cyb5%3B%20induced%20in%20high%20iron%3B%20fluconazole-induced%3B%20shows%20colony%20morphology-related%20gene%20regulation%20by%20Ssn6%3B%20mutants%20are%20viable"	1040	1391	2270	1315	0	0	2783	1575	3013	0	1160	0	2662	1211	1140	988	3462	1103	3116	2568	2690	2169	2502	2373	3356	2511	883	0	2702	1164	1255	0	1258	0	2726	1375	2967	1171	2526	1222	0	3259	1498	2879
"C7_00710W_A"	"Ca22chr7A_C_albicans_SC5314"	131585	131860	"+"	276	"C7_00710W_A"	"RPS28B"	"%28orf19.7048.1%29%20Putative%20ribosomal%20protein%20S28B"	4140	5599	5562	4319	0	0	5885	6216	7209	0	3276	0	5249	5627	3246	3855	6454	3991	6024	5339	6202	5538	6183	4603	5350	10196	3449	1	5712	4105	3880	0	3994	0	5223	6123	7734	5072	4778	4143	0	7779	4275	5720
"C7_00720W_A"	"Ca22chr7A_C_albicans_SC5314"	132567	134273	"+"	1707	"C7_00720W_A"	"RTF1"	"%28orf19.7047%29%20Putative%20RNA%20polymerase%20II-associated%20Paf1%20complex%20subunit%3B%20induced%20during%20the%20mating%20process"	1616	1801	1759	1255	0	0	2089	1758	1098	0	1477	0	1726	1588	1579	1087	1246	1202	1219	1746	1915	1847	2012	1536	1105	2582	982	0	1583	1161	1295	0	1931	0	1806	1483	1146	1526	1672	1521	0	1323	1168	2150
