Geneid	Chr	Start	End	Strand	Length	Name	Gene	Note	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/A6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/B12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C9.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C10.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C11.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/C12.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D1.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D2.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D3.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D4.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D5.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D6.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D7.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D8.bam	/vol_c/Kontxi_RNAseq/align_candida/bamfiles/D9.bam
CR_02620C_A	Ca22chrRA_C_albicans_SC5314	584443	584970	-	528	CR_02620C_A	NA	%28orf19.2821%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%20gene%3B%20repressed%20by%20nitric%20oxide	0	0	0	701	561	636	949	1056	925	656	636	732	990	1073	1019	0	0	636	754	790	806	1176	1136	1057	911	959	973	1235	1095	1228	0	0	0	1207	1120	1293	852	1622	950	857	875	947	951	924	884
CR_02630C_A	Ca22chrRA_C_albicans_SC5314	585248	586093	-	846	CR_02630C_A	NA	%28orf19.2822%29%20Essential%20component%20of%20the%20conserved%20oligomeric%20Golgi%20complex%3B%20role%20in%20fusion%20of%20transport%20vesicles%20to%20Golgi%20compartments%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	155	160	157	290	320	251	147	145	165	267	252	294	0	0	157	186	171	182	305	199	292	211	266	231	256	266	318	0	0	0	124	124	144	158	319	181	113	131	114	182	143	160
CR_02640W_A	Ca22chrRA_C_albicans_SC5314	600287	602089	+	1803	CR_02640W_A	RFG1	%28orf19.2823%29%20HMG%20domain%20transcriptional%20repressor%20of%20filamentous%20growth%20and%20hyphal%20genes%3B%20in%20Tup1-dependent%20and%20-independent%20pathways%3B%20binds%20DNA%3B%20transcript%20not%20regulated%20by%20oxygen%20or%20serum%3B%20not%20responsible%20for%20hypoxic%20repression%3B%20Spider%20biofilm%20induced	0	0	0	3270	3185	3075	4699	5569	4389	2443	2296	2732	3443	3366	3204	0	0	3075	3669	4644	4322	3859	4254	4331	3848	4744	4192	3336	3279	3482	0	0	0	2097	2286	2193	1669	2878	2005	3341	2772	2957	2811	2774	2673
CR_02650C_A	Ca22chrRA_C_albicans_SC5314	609126	610355	-	1230	CR_02650C_A	DRE2	%28orf19.2825%29%20Putative%20cytosolic%20Fe-S%20protein%20assembly%20protein%3B%20a-specific%20transcript%3B%20regulated%20by%20Sef1%2C%20Sfu1%2C%20and%20Hap43%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced	0	0	0	584	516	509	667	706	674	492	515	587	510	548	529	0	0	509	868	880	956	846	804	919	830	860	820	694	662	746	0	0	0	1555	1682	1535	1041	1703	1091	1857	1862	1934	1403	1319	1318
CR_02660C_A	Ca22chrRA_C_albicans_SC5314	612660	612749	-	90	CR_02660C_A	NA	%28snR5c%29%20H%2FACA%20box%20small%20nucleolar%20RNA%20%28snoRNA%29	0	0	0	8	7	2	4	7	4	6	6	7	5	7	4	0	0	2	3	8	7	8	10	10	4	7	3	7	6	10	0	0	0	13	4	5	14	29	12	2	8	5	6	10	6
CR_02670C_A	Ca22chrRA_C_albicans_SC5314	613118	614518	-	1401	CR_02670C_A	NA	%28orf19.2826%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_27680%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_801140%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_129982%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2E09526g	0	0	0	527	574	508	617	719	618	401	401	422	577	644	589	0	0	508	754	891	764	543	592	649	785	735	868	515	483	506	0	0	0	588	591	540	510	949	541	860	629	671	547	655	546
CR_02680W_A	Ca22chrRA_C_albicans_SC5314	615879	618245	+	2367	CR_02680W_A	NA	%28orf19.2827%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20cytoskeleton%20activity	0	0	0	434	357	409	326	402	321	320	368	401	344	352	351	0	0	409	300	286	309	323	353	396	318	380	293	329	333	315	0	0	0	202	199	171	238	432	268	240	176	196	234	249	209
CR_02690W_A	Ca22chrRA_C_albicans_SC5314	618837	619685	+	849	CR_02690W_A	NA	%28orf19.2828%29%20Ortholog%28s%29%20have%20alpha-tubulin%20binding%2C%20microtubule%20binding%20activity%2C%20role%20in%20cytoplasmic%20microtubule%20organization%2C%20establishment%20or%20maintenance%20of%20cell%20polarity%2C%20post-chaperonin%20tubulin%20folding%20pathway%20and%20cytoplasm%20localization	0	0	0	603	526	527	613	730	667	453	503	596	683	724	634	0	0	527	318	271	279	627	561	599	390	368	382	578	618	633	0	0	0	313	277	317	489	739	490	244	226	227	404	323	465
CR_02700W_A	Ca22chrRA_C_albicans_SC5314	620000	620383	+	384	CR_02700W_A	NA	%28orf19.2829%29%20Ortholog%28s%29%20have%20role%20in%20protein%20transport	0	0	0	736	644	566	395	479	363	627	531	637	465	417	371	0	0	566	534	480	541	554	539	497	435	417	405	471	477	451	0	0	0	490	411	409	578	879	590	378	355	386	403	420	400
CR_02710W_A	Ca22chrRA_C_albicans_SC5314	620810	622459	+	1650	CR_02710W_A	RRP9	%28orf19.2830%29%20Ribosomal%20protein%3B%20mutation%20confers%20resistance%20to%205-fluorocytosine%20%285-FC%29%2C%205-fluorouracil%20%285-FU%29%2C%20and%20tubercidin%20%287-deazaadenosine%29%3B%20physically%20interacts%20with%20TAP-tagged%20Nop1%3B%20Hap43-induced%3B%20Spider%20biofilm%20induced	0	0	0	3212	2818	2633	1610	1766	1489	2710	2577	2719	1713	1595	1505	0	0	2633	2027	1951	2165	1949	1966	2024	1576	1768	1678	1874	1634	1787	0	0	0	1275	1459	1206	1581	2727	1767	1514	1225	1495	1597	1478	1333
CR_02720C_A	Ca22chrRA_C_albicans_SC5314	622652	623521	-	870	CR_02720C_A	RPC31	%28orf19.2831%29%20Putative%20RNA%20polymerase%20III%20subunit%20C31%3B%20repressed%20by%20nitric%20oxide%3B%20induced%20during%20infection%20of%20murine%20kidney%2C%20compared%20to%20growth%20in%20vitro%3B%20has%20murine%20homolog	0	0	0	1526	1493	1257	967	1030	927	1497	1398	1539	1124	1013	885	0	0	1257	703	704	755	995	987	1013	651	827	635	1062	978	1020	0	0	0	797	702	660	1006	1578	1168	615	632	716	851	835	853
CR_02740W_A	Ca22chrRA_C_albicans_SC5314	627510	629489	+	1980	CR_02740W_A	INN1	%28orf19.2832%29%20Protein%20with%20similarity%20to%20S.%20cerevisiae%20Inn1p%2C%20which%20is%20an%20essential%20protein%20of%20the%20contractile%20actomyosin%20ring%20required%20for%20ingression%20of%20the%20plasma%20membrane%20into%20the%20bud%20neck%20during%20cytokinesis%3B%20contains%20a%20C2%20membrane%20targeting%20domain	0	0	0	1436	1270	1131	480	554	541	996	889	1075	455	484	515	0	0	1131	1153	1127	1313	514	573	563	1287	1061	1241	585	472	488	0	0	0	1444	1289	1380	807	1205	839	1500	1544	1378	807	836	754
CR_02750C_A	Ca22chrRA_C_albicans_SC5314	630053	630646	-	594	CR_02750C_A	PGA34	%28orf19.2833%29%20Putative%20GPI-anchored%20protein%3B%20transcript%20repressed%20by%20alpha%20pheromone%20in%20SpiderM%20medium%3B%20induced%20in%20oralpharyngeal%20candidasis%3B%20flow%20model%20biofilm%20induced%3B%20Spider%20biofilm%20induced	2	0	0	1345	1305	1058	425	447	409	728	753	868	196	154	192	0	0	1058	746	777	756	248	249	236	547	616	581	147	145	163	0	0	0	312	404	289	179	303	168	429	397	421	164	164	164
CR_02760C_A	Ca22chrRA_C_albicans_SC5314	632985	634427	-	1443	CR_02760C_A	RPD3	%28orf19.2834%29%20Histone%20deacetylase%3B%20regulates%20frequency%20of%20white-to-opaque%20and%20opaque-to-white%20switching%3B%20greater%20expression%20in%20white%20cells%20than%20opaque%20cells%3B%20has%20conserved%20deacetylation%20motif	0	0	0	673	623	610	745	848	677	552	542	617	679	696	659	0	0	610	1205	1287	1377	811	791	867	1229	1253	1215	863	803	840	0	0	0	1015	1157	904	991	1584	1061	1300	1332	1375	1189	1074	1132
CR_02770C_A	Ca22chrRA_C_albicans_SC5314	634965	636134	-	1170	CR_02770C_A	NA	%28orf19.2835%29%20Ortholog%28s%29%20have%20SUMO%20activating%20enzyme%20activity%2C%20role%20in%20protein%20sumoylation%20and%20SUMO%20activating%20enzyme%20complex%2C%20cytosol%20localization	0	0	0	651	583	605	726	829	730	648	645	782	815	871	836	0	0	605	621	576	641	888	926	852	663	765	607	892	866	967	0	0	0	339	351	316	623	994	621	328	302	328	604	577	552
CR_02780W_A	Ca22chrRA_C_albicans_SC5314	636866	637357	+	492	CR_02780W_A	NA	%28orf19.2836%29%20Protein%20with%20similarity%20to%20carbonic%20anhydrases	0	0	0	47	40	28	76	80	77	44	37	55	75	69	78	0	0	28	39	46	57	91	102	90	57	65	62	83	67	74	0	0	0	192	37	125	67	91	40	26	24	21	47	36	53
CR_02790C_A	Ca22chrRA_C_albicans_SC5314	637548	638519	-	972	CR_02790C_A	ALG5	%28orf19.2837%29%20Putative%20glucosyltransferase%20involved%20in%20cell%20wall%20mannan%20biosynthesis%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method	0	0	0	515	484	537	601	683	644	413	446	536	663	612	600	0	0	537	225	268	246	638	576	626	370	352	357	501	480	529	0	0	0	255	228	315	353	578	376	162	228	157	257	218	226
CR_02800C_A	Ca22chrRA_C_albicans_SC5314	638889	641339	-	2451	CR_02800C_A	NA	%28orf19.2838%29%20Protein%20of%20unknown%20function%3B%20mutation%20confers%20hypersensitivity%20to%20amphotericin%20B%3B%20flow%20model%20biofilm%20induced	0	0	0	49	54	89	301	272	281	64	61	71	206	257	241	0	0	89	426	490	522	272	226	245	819	709	863	423	306	348	0	0	0	494	525	529	423	602	429	577	666	548	492	431	432
CR_02810W_A	Ca22chrRA_C_albicans_SC5314	641816	643483	+	1668	CR_02810W_A	CIRT4B	%28orf19.2839%29%20Cirt%20family%20transposase%3B%20transcript%20repressed%20in%20an%20azole-resistant%20strain%20that%20overexpresses%20CDR1%20and%20CDR2%3B%20Hap43-repressed%3B%20flow%20model%20biofilm%20induced	0	0	0	221	185	194	538	631	579	180	172	175	477	532	534	0	0	194	970	1141	1084	517	605	412	2116	1582	1779	940	585	635	0	0	0	767	662	632	574	955	692	875	989	862	739	596	708
CR_02820W_A	Ca22chrRA_C_albicans_SC5314	644421	646103	+	1683	CR_02820W_A	PGM2	%28orf19.2841%29%20Ortholog%20of%20S.%20cerevisiae%20Pgm2%3B%20induced%20in%20planktonic%20culture%3B%20Tye7p-regulated%3B%20flow%20model%20biofilm%20induced%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	4163	3547	4140	6576	7007	6405	2942	3034	3300	5724	6307	5902	0	0	4140	4239	4793	4519	6683	6238	5854	6798	5780	6623	5619	4868	5234	0	0	0	2596	2147	2660	2005	3290	2183	1711	1924	1711	2041	1844	1717
CR_02850C_A	Ca22chrRA_C_albicans_SC5314	647406	649544	-	2139	CR_02850C_A	GZF3	%28orf19.2842%29%20GATA-type%20transcription%20factor%3B%20oxidative%20stress-induced%20via%20Cap1%3B%20mutant%20has%20abnormal%20colony%20morphology%20and%20altered%20sensitivity%20to%20fluconazole%2C%20LiCl%2C%20and%20copper%3B%20Spider%20biofilm%20induced	0	0	0	2290	2221	2132	3888	4727	4141	2047	1963	2190	3547	3932	3589	0	0	2132	3934	3949	4281	4432	4713	5242	3514	4342	4001	4220	4184	4575	0	0	0	2805	3040	2509	2895	5436	3162	3908	3158	3396	4354	4475	4318
CR_02860W_A	Ca22chrRA_C_albicans_SC5314	653851	654447	+	597	CR_02860W_A	RHO1	%28orf19.2843%29%20Small%20GTPase%20of%20Rho%20family%3B%20regulates%20beta-1%2C3-glucan%20synthesis%20activity%20and%20binds%20Gsc1p%3B%20essential%3B%20expected%20to%20be%20geranylgeranylated%20by%20geranylgeranyltransferase%20type%20I%3B%20plasma%20membrane-localized	0	0	0	5306	4906	4812	3827	4295	4156	4966	4560	5063	3643	3748	3238	0	0	4812	2794	3040	2811	4052	4008	3959	2681	2649	2606	3303	3232	3370	0	0	0	3164	3339	3530	3396	5870	3642	2548	2850	2743	2996	2948	2930
CR_02870W_A	Ca22chrRA_C_albicans_SC5314	655163	657649	+	2487	CR_02870W_A	APL4	%28orf19.2844%29%20Predicted%20gamma-adaptin%2C%20large%20subunit%20of%20the%20clathrin-associated%20protein%20%28AP-1%29%20complex%3B%20that%20binds%20clathrin%20and%20is%20involved%20in%20vesicle%20mediated%20transport%3B%20induced%20in%20core%20caspofungin%20response%3B%20rat%20catheter%20biofilm%20repressed	0	0	0	1020	946	964	885	990	804	960	907	1020	998	1073	966	0	0	964	719	751	746	1010	955	982	830	776	897	998	965	946	0	0	0	666	660	719	894	1567	984	629	563	662	856	794	749
CR_02880W_A	Ca22chrRA_C_albicans_SC5314	658227	658640	+	414	CR_02880W_A	NA	%28orf19.2846%29%20Protein%20of%20unknown%20function%3B%20Hap43-repressed%3B%20induced%20in%20core%20caspofungin%20response%3B%20regulated%20by%20yeast-hypha%20switch%3B%20Spider%20biofilm%20repressed	0	0	0	73	60	44	169	202	200	54	49	52	142	122	126	0	0	44	70	74	92	198	170	124	86	117	96	172	136	136	0	0	0	30	25	44	93	129	95	31	28	30	70	75	68
CR_02890C_A	Ca22chrRA_C_albicans_SC5314	658855	660642	-	1788	CR_02890C_A	NA	%28orf19.2847%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20III%20activity%2C%20role%20in%20tRNA%20transcription%20by%20RNA%20polymerase%20III%20and%20RNA%20polymerase%20III%20complex%20localization	0	0	0	1591	1396	1395	944	957	880	1285	1218	1512	964	1055	915	0	0	1395	1280	1336	1322	1302	1190	1418	1139	1206	1144	1231	1114	1192	0	0	0	992	1127	1064	1307	2101	1380	1410	1151	1215	1274	1235	1097
CR_02910W_A	Ca22chrRA_C_albicans_SC5314	664676	666961	+	2286	CR_02910W_A	NA	%28orf19.2848%29%20Predicted%20regulatory%20subunit%20of%20the%20Atg1%20signaling%20complex%3B%20required%20for%20vesicle%20formation%20during%20autophagy%20and%20the%20cytoplasm-to-vacuole%20targeting%20%28Cvt%29%20pathway%3B%20Spider%20biofilm%20induced	0	0	0	1318	1290	1225	993	1265	1059	879	757	928	738	781	778	0	0	1225	1155	1499	1303	1143	1172	1135	1277	1128	1257	889	849	800	0	0	0	1594	1390	1493	1103	2057	1388	1411	1305	1361	1443	1335	1296
CR_02920C_A	Ca22chrRA_C_albicans_SC5314	667781	668602	-	822	CR_02920C_A	AQY1	%28orf19.2849%29%20Aquaporin%20water%20channel%3B%20osmotic%20shock%20resistance%2C%20WT%20freeze%20tolerance%3B%20virulent%20in%20mice%3B%20flucytosine%20repressed%3B%20flow%20model%2FRPMI%2FSpider%2Frat%20catheter%20biofilm%20induced%3B%20required%20for%20RPMI%20biofilm%20formation%3B%20Bcr1-induced%20in%20a%2Fa%20RPMI%20biofilms	0	0	0	185	192	190	1085	1279	930	105	64	102	1772	2015	1937	0	0	190	2389	2066	2331	1177	1378	1208	3813	4260	3732	4184	4968	4258	0	0	0	804	1000	677	1646	3261	1774	1856	1545	1769	2712	2735	2901
CR_02930W_A	Ca22chrRA_C_albicans_SC5314	672970	678726	+	5757	CR_02930W_A	NA	%28orf19.2850%29%20Protein%20of%20unknown%20function%3B%20induced%20by%20nitric%20oxide%20independent%20of%20Yhb1p	0	0	0	1050	935	874	635	720	720	863	804	846	762	736	635	0	0	874	640	606	715	656	579	626	813	822	773	755	677	702	0	0	0	791	747	685	704	1210	769	652	678	716	782	717	705
CR_02940C_A	Ca22chrRA_C_albicans_SC5314	678887	679966	-	1080	CR_02940C_A	NA	%28orf19.2851%29%20Putative%20ornithine%20transport%20protein%3B%20localized%20to%20the%20mitochondrial%20membrane	0	0	0	175	186	161	220	227	285	151	139	167	256	258	229	0	0	161	198	131	165	263	246	320	132	149	171	246	275	314	0	0	0	111	108	99	182	326	226	141	127	127	215	193	175
CR_02950C_A	Ca22chrRA_C_albicans_SC5314	680604	681185	-	582	CR_02950C_A	NA	%28orf19.2852%29%20Ortholog%28s%29%20have%20structural%20constituent%20of%20ribosome%20activity%2C%20role%20in%20mitochondrial%20translational%20initiation%20and%20mitochondrial%20small%20ribosomal%20subunit%20localization	0	0	0	1591	1500	1485	1480	1543	1644	1482	1299	1526	1514	1520	1526	2	0	1485	1671	1563	1628	1826	1808	1598	1546	1572	1530	1535	1481	1530	0	0	0	1412	1320	1425	1154	1978	1325	1111	1208	1119	1152	1133	1099
CR_02960W_A	Ca22chrRA_C_albicans_SC5314	681670	682533	+	864	CR_02960W_A	NA	%28orf19.2853%29%20Protein%20of%20unknown%20function%3B%20rat%20catheter%20biofilm%20induced	0	0	0	186	177	183	402	479	461	186	145	216	349	387	401	0	0	183	622	693	744	600	519	486	703	714	721	486	487	471	0	0	0	394	327	311	310	538	338	468	453	412	514	424	404
CR_02970C_A	Ca22chrRA_C_albicans_SC5314	682676	685207	-	2532	CR_02970C_A	NA	%28orf19.2857%29%20Ortholog%28s%29%20have%20ATP-dependent%20DNA%20helicase%20activity%2C%20DNA%20translocase%20activity	0	0	0	1940	1826	1740	1587	1685	1645	1561	1326	1497	1475	1541	1375	0	0	1740	1666	1815	1869	1856	1778	1827	1697	1637	1635	1670	1535	1518	0	0	0	1406	1435	1190	1329	2540	1714	1485	1377	1579	1613	1517	1526
CR_02980C_A	Ca22chrRA_C_albicans_SC5314	685569	686855	-	1287	CR_02980C_A	SRP40	%28orf19.2859%29%20Putative%20chaperone%20of%20small%20nucleolar%20ribonucleoprotein%20particles%3B%20macrophage%2Fpseudohyphal-induced%3B%20rat%20catheter%20biofilm%20induced	0	0	0	3248	3109	2566	1399	1496	1319	2721	2423	2651	1450	1289	1105	1	0	2566	2583	2209	2713	2330	2571	2595	1775	2003	1640	1952	1809	2017	0	0	0	2586	2593	2322	2784	4964	3048	3120	2590	2969	2681	2622	2602
CR_02990C_A	Ca22chrRA_C_albicans_SC5314	686998	688026	-	1029	CR_02990C_A	RIB1	%28orf19.2862%29%20Putative%20GTP%20cyclohydrolase%20II%3B%20enzyme%20of%20riboflavin%20biosynthesis%3B%20fungal-specific%20%28no%20human%20or%20murine%20homolog%29%3B%20regulated%20by%20Sef1p-%2C%20Sfu1p-%2C%20and%20Hap43p	0	0	0	1016	844	982	784	953	851	702	596	681	675	777	694	0	0	982	1049	1098	1135	976	1097	911	983	895	954	838	842	749	0	0	0	872	950	822	933	1763	1064	1133	935	1134	1030	996	1059
CR_03000C_A	Ca22chrRA_C_albicans_SC5314	689760	690260	-	501	CR_03000C_A	NA	%28orf19.2863%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_28090%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_802560%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_104949%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2A12848g	0	0	0	260	260	247	659	724	775	234	206	225	662	680	634	0	0	247	376	329	397	645	677	594	524	614	509	749	669	640	0	0	0	241	207	264	528	787	493	132	187	181	327	287	377
CR_03010C_A	Ca22chrRA_C_albicans_SC5314	690457	691064	-	608	CR_03010C_A	ERV1	%28orf19.2863.1%29%20Predicted%20component%20of%20the%20mitochondrial%20intermembrane%20space%20%28IMS%29%2C%20involved%20in%20protein%20import%20into%20mitochondrial%20intermembrane%20space	0	0	0	225	225	211	361	433	471	219	165	185	423	444	480	0	0	211	174	189	205	299	299	286	203	219	220	291	313	334	0	0	0	261	243	256	326	548	370	229	232	243	291	289	273
CR_03020C_A	Ca22chrRA_C_albicans_SC5314	691388	692170	-	783	CR_03020C_A	NA	%28orf19.2426%29%20Predicted%20HD%20domain%20metal%20dependent%20phosphohydrolase%3B%20Spider%20biofilm%20repressed	0	0	0	765	777	727	456	410	426	817	734	815	450	463	496	0	0	727	296	296	289	511	512	481	397	371	378	444	419	396	0	0	0	609	478	729	445	764	527	254	325	238	266	269	311
CR_03030C_A	Ca22chrRA_C_albicans_SC5314	692731	693531	-	801	CR_03030C_A	RPL28	%28orf19.2864.1%29%20Putative%20ribosomal%20protein%3B%20Plc1-regulated%3B%20downregulated%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20Spider%20biofilm%20repressed	1	0	0	17769	16840	15357	12653	13181	14105	20456	17447	19709	13463	13694	11918	0	0	15357	9859	10191	10937	15647	15734	14740	9570	10315	8654	14409	14479	14430	0	0	0	9352	9156	9138	12978	21956	14397	6920	7245	8150	11265	10700	11504
CR_03040C_A	Ca22chrRA_C_albicans_SC5314	693874	695364	-	1491	CR_03040C_A	HGT18	%28orf19.2425%29%20Putative%20glucose%20transporter%20of%20the%20major%20facilitator%20superfamily%3B%20the%20C.%20albicans%20glucose%20transporter%20family%20comprises%2020%20members%3B%2012%20probable%20membrane-spanning%20segments%3B%20expressed%20in%20rich%20medium%20with%202%25%20glucose	0	0	0	458	441	480	1674	1919	1764	448	380	394	1423	1521	1441	0	0	480	573	695	583	1555	1739	1582	990	892	916	1441	1445	1320	0	0	0	462	436	691	776	1357	927	380	388	341	641	610	618
CR_03050C_A	Ca22chrRA_C_albicans_SC5314	695733	697517	-	1785	CR_03050C_A	ZCF11	%28orf19.2423%29%20Zn%28II%292Cys6%20transcription%20factor%3B%20required%20for%20wild-type%20filamentous%20growth%3B%20mRNA%20binds%20She3	0	0	0	456	424	459	512	648	578	417	347	387	469	494	579	0	0	459	740	775	774	700	729	743	706	814	729	687	722	679	0	0	0	488	560	431	694	1164	690	699	591	657	799	778	772
CR_03060W_A	Ca22chrRA_C_albicans_SC5314	698441	699550	+	1110	CR_03060W_A	ARC1	%28orf19.2422%29%20Putative%20G4%20nucleic%20acid%20binding%20protein%3B%20macrophage%2Fpseudohyphal-repressed%3B%20protein%20enriched%20in%20stationary%20phase%20yeast-form%20cultures%3B%20Spider%20biofilm%20repressed	0	0	0	3569	3406	3209	2646	3023	3079	3362	2849	3311	2828	2840	2573	0	0	3209	2127	2341	2442	2918	3008	3056	2120	2100	1860	2644	2441	2597	0	0	0	1865	1776	1720	2260	4146	2467	1495	1418	1609	1975	2033	2071
CR_03070W_A	Ca22chrRA_C_albicans_SC5314	699794	700975	+	1182	CR_03070W_A	DOM34	%28orf19.2419%29%20Endonuclease%20involved%20in%20regulation%20of%20translation%3B%20stimulates%20translation%20of%20protein%20O-mannosyltransferase%20family%20which%20includes%20PMT1%2C%20PMT2%2C%20PMT4%2C%20PMT5%2C%20and%20PMT6%3B%20peloto%20ortholog%3B%20Hap43-repressed%20gene	0	0	0	660	684	573	842	947	899	698	608	674	1024	974	999	0	0	573	784	834	768	928	1052	900	1056	1098	1018	1013	980	945	0	0	0	586	522	545	674	1249	789	523	473	589	725	648	672
CR_03080C_A	Ca22chrRA_C_albicans_SC5314	700998	701573	-	576	CR_03080C_A	NA	%28orf19.2418%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_28190%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_802530%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_109615%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2A12650g	0	0	0	172	157	173	141	225	208	152	156	137	240	202	181	0	0	173	200	205	230	251	254	230	232	235	220	253	220	207	0	0	0	149	176	210	227	398	187	170	156	179	213	207	213
CR_03090C_A	Ca22chrRA_C_albicans_SC5314	701827	702325	-	499	CR_03090C_A	MLC1	%28orf19.2416.1%29%20Microtubule-dependent%20localized%20protein%3B%20at%20Spitzenkorper%20and%20cytokinetic%20ring%20in%20hyphae%3B%20cell-cycle%20dependent%20localization%20to%20tip%20polarisome%2C%20bud%20neck%20in%20yeast%20and%20pseudohyphae%3B%20sumoylation%20target%3B%20rat%20catheter%2C%20Spider%20biofilm%20repressed	0	0	0	1559	1471	1326	527	616	593	1442	1387	1479	703	803	661	0	0	1326	435	428	431	671	632	582	577	460	493	632	541	600	0	0	0	583	504	671	593	1029	605	170	294	220	291	267	279
CR_03100W_A	Ca22chrRA_C_albicans_SC5314	702956	706177	+	3222	CR_03100W_A	SMC5	%28orf19.2417%29%20Protein%20similar%20to%20S.%20cerevisiae%20Smc5p%2C%20which%20is%20involved%20in%20DNA%20repair%3B%20transposon%20mutation%20affects%20filamentous%20growth	0	0	0	1049	1035	1127	1345	1546	1522	806	727	892	1821	1689	1638	0	0	1127	514	570	605	1305	1489	1513	780	810	702	1522	1487	1573	0	0	0	496	446	435	888	1598	1128	317	304	340	795	639	658
CR_03110W_A	Ca22chrRA_C_albicans_SC5314	706382	707911	+	1530	CR_03110W_A	NA	%28orf19.2415%29%20Ortholog%28s%29%20have%20role%20in%20mitochondrial%20translation%20and%20mitochondrion%20localization	0	0	0	673	643	626	700	710	778	663	548	638	828	882	812	0	0	626	528	568	564	680	703	664	571	620	590	702	671	655	0	0	0	500	448	496	591	920	632	408	419	432	521	564	567
