"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_1_TR_3"	"CEC3672_1_FP_24"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3609_2_FP_3"	"CEC3672_2_TR_24"	"CEC3672_1_TR_6"	"CEC3609_3_FP_3"	"CEC3672_2_TR_3"	"CEC3672_1_TR_24"	"CEC3609_1_FP_3"	"CEC3609_3_TR_24"	"CEC3672_3_FP_3"	"NI_3_TR_24"	"CEC3609_3_TR_6"	"CEC3672_3_TR_24"	"NI_1_TR_24"	"CEC3672_1_TR_3"	"NI_2_TR_24"	"NI_3_TR_3"	"CEC3672_3_FP_24"	"NI_2_TR_6"	"CEC3609_2_FP_24"	"CEC3609_2_TR_3"	"CEC3609_3_FP_24"	"CEC3672_2_FP_24"	"CEC3609_1_FP_24"	"CEC3672_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_3_FP_6"	"CEC3609_2_TR_6"	"CEC3609_2_FP_6"	"CEC3609_1_TR_24"	"CEC3609_1_FP_6"	"CEC3672_2_FP_6"	"CEC3672_2_TR_6"	"CEC3672_1_FP_3"	"CEC3672_1_FP_6"	"CEC3609_2_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_6"	"CEC3609_3_TR_3"	"CEC3672_2_FP_3"
"CR_07880C_A"	"Ca22chrRA_C_albicans_SC5314"	1713590	1713660	"-"	71	"CR_07880C_A"	"tG%28GCC%291"	"%28tG%28GCC%291%29%20tRNA-Gly%2C%20predicted%20by%20tRNAscan-SE%3B%20GCC%20anticodon"	0	1	1	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0
"CR_07890W_A"	"Ca22chrRA_C_albicans_SC5314"	1723489	1725146	"+"	1658	"CR_07890W_A"	"EFG1"	"%28orf19.610%29%20bHLH%20transcription%20factor%3B%20required%20for%20white-phase%20cell%20type%2C%20RPMI%20and%20Spider%20biofilm%20formation%2C%20hyphal%20growth%2C%20cell-wall%20gene%20regulation%3B%20roles%20in%20adhesion%2C%20virulence%3B%20Cph1%20and%20Efg1%20have%20role%20in%20host%20cytokine%20response%3B%20binds%20E-box"	1898	9400	5191	0	1466	11222	7766	1621	5719	6560	1736	4742	4800	0	6155	7313	0	4597	0	0	9094	0	5971	2041	6576	9381	7325	8269	4315	4919	6616	4911	4759	4585	6893	8232	4773	6101	5104	0	0	6542	1991	5097
"CR_07900C_A"	"Ca22chrRA_C_albicans_SC5314"	1725543	1725878	"-"	336	"CR_07900C_A"	NA	"%28orf19.609%29%20Protein%20of%20unknown%20function%3B%20white%20cell%20specific%20transcript"	12	2	14	0	6	6	8	7	3	1	4	1	6	0	6	2	0	10	0	0	1	0	5	10	4	2	2	9	4	11	9	5	3	12	9	7	7	10	4	0	0	10	4	3
"CR_07910C_A"	"Ca22chrRA_C_albicans_SC5314"	1726113	1729280	"-"	3168	"CR_07910C_A"	NA	"%28orf19.607%29%20Protein%20involved%20in%20transcription-coupled%20nucleotide%20excision%20repair%20of%20UV-induced%20DNA%20lesions%3B%20Spider%20biofilm%20induced"	731	1103	996	0	560	1793	938	664	811	1053	643	923	631	0	1099	1130	0	698	0	0	1041	0	967	706	1179	1037	1203	946	744	1193	1084	1067	1130	1192	770	903	657	836	1123	0	0	796	682	623
"CR_07920W_A"	"Ca22chrRA_C_albicans_SC5314"	1731199	1733115	"+"	1917	"CR_07920W_A"	NA	"%28orf19.606%29%20Protein%20of%20unknown%20function%3B%20Hap43-induced%3B%20Spider%20biofilm%20induced"	1666	2342	2636	0	1203	3312	1919	1345	1679	1917	1262	2111	1406	0	2877	2055	0	1449	0	0	2194	0	2747	1544	2992	2299	3166	1994	1576	2907	2716	2751	2486	2865	1619	2008	1319	1797	2721	0	0	1629	1500	1366
"CR_07930C_A"	"Ca22chrRA_C_albicans_SC5314"	1733827	1734141	"-"	315	"CR_07930C_A"	NA	"%28orf19.605%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_02087"	11	32	16	0	7	37	16	9	13	28	14	14	14	0	11	17	0	16	0	0	12	0	13	13	19	15	22	23	9	13	16	14	8	26	13	27	8	20	13	0	0	19	11	10
"CR_07940W_A"	"Ca22chrRA_C_albicans_SC5314"	1734390	1736519	"+"	2130	"CR_07940W_A"	NA	"%28orf19.604%29%20Ortholog%28s%29%20have%20cytosol%20localization"	307	558	388	0	271	885	503	320	396	447	319	324	380	0	440	540	0	368	0	0	538	0	365	255	482	540	448	497	366	423	388	424	320	407	445	572	413	483	366	0	0	457	228	423
"CR_07950W_A"	"Ca22chrRA_C_albicans_SC5314"	1736935	1737786	"+"	852	"CR_07950W_A"	"IMP4"	"%28orf19.603%29%20Putative%20SSU%20processome%20component%3B%20Hap43-induced%3B%20repressed%20by%20prostaglandins%3B%20Spider%20biofilm%20induced"	3240	2239	2518	0	2233	3962	2593	2524	2050	2324	2516	1935	1788	0	2843	2373	0	2086	0	0	2108	0	1983	3006	2178	2230	2398	2536	1988	2282	2595	2305	2028	2370	2133	2847	1960	2499	2123	1	0	2220	2663	1964
"CR_07960C_A"	"Ca22chrRA_C_albicans_SC5314"	1737861	1741031	"-"	3171	"CR_07960C_A"	"TRK1"	"%28orf19.600%29%20Potassium%20transporter%3B%20mediates%20K%2B%20and%20Cl-%20influx%3B%20role%20in%20sensitivity%20to%20cationic%20antimicrobial%20peptides%2C%20not%20by%20direct%20uptake%2C%20possibly%20related%20to%20membrane%20permeability%3B%20contains%205%27%20UTR%20intron%3B%20Spider%20biofilm%20induced"	1073	1108	1021	0	788	1704	1050	793	1008	948	1028	1290	751	0	1175	1161	0	1008	0	0	1102	0	1323	1094	1518	1139	1591	1037	779	1174	1163	1061	1508	1307	924	1145	800	1002	1549	0	0	822	1001	771
"CR_07970C_A"	"Ca22chrRA_C_albicans_SC5314"	1742830	1743189	"-"	360	"CR_07970C_A"	NA	"%28orf19.599%29%20Dubious%20open%20reading%20frame"	0	0	2	0	0	2	0	1	1	1	0	1	0	0	7	2	0	0	0	0	0	0	1	0	1	0	2	0	0	2	2	1	0	4	0	1	0	0	3	0	0	0	1	0
"CR_07990C_A"	"Ca22chrRA_C_albicans_SC5314"	1748632	1749009	"-"	378	"CR_07990C_A"	NA	"%28orf19.598%29%20Ortholog%20of%20Candida%20albicans%20WO-1%20%3A%20CAWG_02092"	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	3	0	1	0	4	0	0	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1
"CR_08000C_A"	"Ca22chrRA_C_albicans_SC5314"	1749562	1751244	"-"	1683	"CR_08000C_A"	NA	"%28orf19.597%29%20Protein%20with%20an%20aspartate%20aminotransferase%20domain%3B%20Gcn4-regulated"	1936	2635	1765	0	1306	5253	2102	1453	2251	2833	1537	1886	1824	0	1755	3265	0	1864	0	0	2777	0	1691	1760	2118	2561	1879	2075	1865	1543	1865	1279	1984	1461	1898	2391	1918	1892	2032	0	0	1697	1763	1999
"CR_08010W_A"	"Ca22chrRA_C_albicans_SC5314"	1751963	1752281	"+"	319	"CR_08010W_A"	"DAD4"	"%28orf19.596.2%29%20Subunit%20of%20the%20Dam1%20%28DASH%29%20complex%2C%20which%20acts%20in%20chromosome%20segregation%20by%20coupling%20kinetochores%20to%20spindle%20microtubules"	354	282	274	0	285	616	271	325	382	357	298	222	269	0	278	343	0	278	0	0	319	0	285	331	305	261	261	271	314	261	249	307	247	294	241	315	281	267	242	0	0	289	274	306
"CR_08020C_A"	"Ca22chrRA_C_albicans_SC5314"	1752667	1752846	"-"	180	"CR_08020C_A"	"NOP10"	"%28orf19.596.1%29%20Small%20nucleolar%20ribonucleoprotein%3B%20flucytosine%20induced"	1498	1190	1087	0	1476	2748	1092	1677	1251	1559	1705	1200	1002	0	1048	1489	0	1002	0	0	1311	0	1216	1543	1216	1231	1206	1096	1169	740	938	881	1259	880	1102	1250	1103	1087	1286	0	0	1181	1260	1032
"CR_08030C_A"	"Ca22chrRA_C_albicans_SC5314"	1753067	1755388	"-"	2322	"CR_08030C_A"	"FGR32"	"%28orf19.593%29%20Protein%20similar%20to%20S.%20cerevisiae%20Swa2p%3B%20induced%20upon%20adherence%20to%20polystyrene%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20Hap43p-repressed%20gene"	1287	1439	1331	0	977	2232	1663	1135	1540	1349	1038	979	1411	0	1497	1363	0	1404	0	0	1321	0	1023	1148	1272	1388	1265	1633	1496	1671	1436	1601	1014	1827	1453	1624	1313	1528	1060	0	0	1387	1319	1387
"CR_08040W_A"	"Ca22chrRA_C_albicans_SC5314"	1755653	1756840	"+"	1188	"CR_08040W_A"	NA	"%28orf19.592%29%20Ortholog%20of%20S.%20cerevisiae%20YNL092W%20and%20S.%20pombe%20SPBC1778.07%3B%20a%20putative%20N2227-like%20methyltransferase%3B%20Hap43-repressed%20gene"	320	820	556	0	243	1155	504	261	618	674	351	603	529	0	698	757	0	534	0	0	786	0	762	293	861	813	789	560	548	899	676	830	610	926	638	625	599	713	639	0	0	586	293	549
"CR_08050C_A"	"Ca22chrRA_C_albicans_SC5314"	1756914	1757813	"-"	900	"CR_08050C_A"	NA	"%28orf19.590%29%20Putative%20thiamine%20biosynthesis%20enzyme%3B%20decreased%20expression%20in%20an%20ssr1%20null%20mutant%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures"	1212	863	739	0	818	1848	1148	829	1310	999	877	922	1217	0	823	1084	0	1167	0	0	847	0	764	1106	758	789	749	1035	1345	1016	864	866	958	1038	1029	1169	1187	1072	791	0	0	1002	1178	1279
"CR_08060C_A"	"Ca22chrRA_C_albicans_SC5314"	1758278	1758928	"-"	651	"CR_08060C_A"	"VPS21"	"%28orf19.589%29%20Late%20endosomal%20Rab%20small%20monomeric%20GTPase%20involved%20in%20transport%20of%20endocytosed%20proteins%20to%20the%20vacuole%3B%20involved%20in%20filamentous%20growth%20and%20virulence%3B%20Spider%20biofilm%20induced"	2267	2770	2313	0	1309	4017	1925	1369	1875	2359	1538	3004	1368	0	2713	2536	0	1563	0	0	2740	0	3523	2198	3526	2825	3806	2017	1555	2475	2805	2465	3143	2673	1637	2219	1385	1835	3221	0	1	1519	1863	1459
"CR_08070W_A"	"Ca22chrRA_C_albicans_SC5314"	1760025	1761143	"+"	1119	"CR_08070W_A"	"PTP1"	"%28orf19.6365%29%20Phosphotyrosine-specific%20protein%20phosphatase%3B%20rat%20catheter%20biofilm%20induced"	1883	1157	1476	0	1227	2145	1707	1345	1647	1092	1413	970	1179	0	1887	1318	0	1476	0	0	1129	0	1063	1788	1129	1131	1233	1822	1533	1586	1777	1648	964	1676	1540	1843	1301	1416	1042	0	1	1370	1665	1318
"CR_08080W_A"	"Ca22chrRA_C_albicans_SC5314"	1761311	1762069	"+"	759	"CR_08080W_A"	NA	"%28orf19.6366%29%20Has%20domain%28s%29%20with%20predicted%20RNA%20binding%20activity"	64	143	108	0	45	223	182	52	91	107	67	76	44	0	130	132	0	77	0	0	149	0	105	60	118	173	128	160	80	133	131	113	82	138	125	190	65	138	111	0	0	133	57	80
"CR_08090W_A"	"Ca22chrRA_C_albicans_SC5314"	1762392	1764233	"+"	1842	"CR_08090W_A"	"SSB1"	"%28orf19.6367%29%20HSP70%20family%20heat%20shock%20protein%3B%20mRNA%20in%20yeast%20and%20germ%20tubes%3B%20at%20yeast%20cell%20surface%2C%20not%20hyphae%3B%20antigenic%20in%20human%2Fmouse%20infection%3B%20macrophage%2C%20GCN-induced%3B%20possibly%20essential%3B%20sumoylation%20target%3B%20Hap43-induced%3B%20Spider%20biofilm%20repressed"	30137	22285	17704	0	26170	41678	26939	29290	24008	23156	31495	17126	21458	0	19602	27098	0	21107	0	0	21160	0	13593	29088	17044	20766	15864	28028	21136	14962	20325	16206	16958	14727	23388	29084	23271	22603	16963	0	0	23040	28160	24175
"CR_08100C_A"	"Ca22chrRA_C_albicans_SC5314"	1764414	1765817	"-"	1404	"CR_08100C_A"	"RIO2"	"%28orf19.6369%29%20Putative%20serine%20kinase%20with%20a%20predicted%20role%20in%20the%20processing%20of%20the%2020S%20pre-rRNA%20into%20mature%2018S%20rRNA%3B%20null%20mutants%20are%20hypersensitive%20to%20caspofungin"	3051	1924	1957	0	2161	3456	2061	2324	1764	1822	2541	1622	1554	0	2199	2183	0	1714	0	0	1865	0	1702	2811	2126	1824	2148	2343	1706	1744	2173	1978	1826	1867	1940	2324	1758	1932	1852	0	0	1843	2561	1732
"CR_08110W_A"	"Ca22chrRA_C_albicans_SC5314"	1765907	1767181	"+"	1275	"CR_08110W_A"	NA	"%28orf19.6371%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_33750%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_205650%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20cten_CGOB_00253%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2A11088g"	111	221	73	0	121	398	110	137	108	229	125	155	154	0	97	257	0	125	0	0	231	0	146	99	177	222	168	169	120	137	63	132	178	128	165	124	141	143	153	0	0	144	108	163
"CR_08120C_A"	"Ca22chrRA_C_albicans_SC5314"	1767218	1769941	"-"	2724	"CR_08120C_A"	"DCP2"	"%28orf19.6373%29%20Ortholog%28s%29%20have%20chromatin%20binding%2C%20m7G%285%27%29pppN%20diphosphatase%20activity%2C%20mRNA%20binding%20activity"	2527	2699	2769	0	1970	3754	2702	2155	2620	2156	2064	2027	2331	0	3051	2631	0	2240	0	0	2516	0	2321	2382	2525	2663	2660	2947	2416	3191	3003	3201	2339	3185	2600	3044	2354	2659	2396	0	0	2585	2325	2444
"CR_08130W_A"	"Ca22chrRA_C_albicans_SC5314"	1770028	1771158	"+"	1131	"CR_08130W_A"	NA	"%28orf19.6374%29%20Ortholog%28s%29%20have%20unfolded%20protein%20binding%20activity%2C%20role%20in%20mitochondrial%20proton-transporting%20ATP%20synthase%20complex%20assembly%20and%20integral%20component%20of%20mitochondrial%20membrane%2C%20mitochondrial%20inner%20membrane%20localization"	504	728	624	0	392	1197	842	488	956	652	505	483	847	0	647	699	0	755	0	0	667	0	543	515	630	669	564	841	888	743	632	722	517	730	861	970	902	834	504	0	0	775	469	964
"CR_08140W_A"	"Ca22chrRA_C_albicans_SC5314"	1771650	1771740	"+"	91	"CR_08140W_A"	NA	"%28snR65%29%20C%2FD%20box%20small%20nucleolar%20RNA%20%28snoRNA%29"	14	16	12	0	5	15	6	12	8	14	8	9	8	0	11	13	0	11	0	0	8	0	15	7	9	22	13	19	5	12	12	14	10	10	6	14	8	13	9	0	0	7	5	8
"CR_08150W_A"	"Ca22chrRA_C_albicans_SC5314"	1772154	1772513	"+"	360	"CR_08150W_A"	"RPS20"	"%28orf19.6375%29%20Putative%20ribosomal%20protein%3B%20repressed%20upon%20phagocytosis%20by%20murine%20macrophage%3B%20transcript%20positively%20regulated%20by%20Tbf1%3B%20Spider%20biofilm%20repressed"	11807	8332	6160	0	13507	14998	10036	15201	8975	9349	15068	5812	7568	0	6765	9613	0	7664	0	0	8428	0	4769	11068	5540	7943	4867	9644	9322	5346	6157	6650	6148	5228	9244	10138	8888	8711	5917	0	0	9494	10087	8677
"CR_08160W_A"	"Ca22chrRA_C_albicans_SC5314"	1773596	1775338	"+"	1743	"CR_08160W_A"	"PTC5"	"%28orf19.6376%29%20Mitochondrial%20protein%20phosphatase%20of%20the%20Type%202C-related%20family%20%28serine%2Fthreonine-specific%29%2C%20involved%20in%20drug%20response%20and%20cadmium%20tolerance"	762	1655	1393	0	571	1907	1386	677	1093	1188	747	1911	870	0	1529	1300	0	909	0	0	1611	0	2111	726	2296	1608	2357	1243	1046	1786	1564	1492	2077	1770	1085	1399	856	1154	2163	0	0	1035	753	849
"CR_08170C_A"	"Ca22chrRA_C_albicans_SC5314"	1775806	1776909	"-"	1104	"CR_08170C_A"	NA	"%28orf19.6377%29%20Ortholog%28s%29%20have%20protein%20C-terminal%20leucine%20carboxyl%20O-methyltransferase%20activity%20and%20role%20in%20C-terminal%20protein%20methylation%2C%20cellular%20protein-containing%20complex%20assembly%2C%20regulation%20of%20autophagy"	681	829	731	0	561	1292	1111	643	940	732	721	443	783	0	791	832	0	807	0	0	801	0	483	710	598	678	558	1039	935	765	732	856	521	798	957	1167	804	994	470	0	0	982	734	870
"CR_08180C_A"	"Ca22chrRA_C_albicans_SC5314"	1777046	1777843	"-"	798	"CR_08180C_A"	"TRM9"	"%28orf19.6378%29%20Putative%20tRNA%20methyltransferase%3B%20repressed%20during%20the%20mating%20process"	940	650	469	0	740	1302	849	836	804	799	956	561	677	0	513	813	0	682	0	0	720	0	558	921	701	696	523	804	691	475	579	507	543	538	723	874	689	713	505	0	0	604	804	707
"CR_08190W_A"	"Ca22chrRA_C_albicans_SC5314"	1778013	1778471	"+"	459	"CR_08190W_A"	NA	"%28orf19.6379%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_33820%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_206210%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_92567%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2E06138g"	179	251	202	0	138	376	254	162	282	221	184	161	231	0	218	291	0	214	0	0	265	0	193	172	206	224	174	273	253	238	221	273	158	238	269	267	255	311	164	0	0	277	142	271
"CR_08200C_A"	"Ca22chrRA_C_albicans_SC5314"	1778586	1783058	"-"	4473	"CR_08200C_A"	NA	"%28orf19.6382%29%20Putative%20MRP%2FCFTR-subfamily%20ABC%20transporter%3B%20member%20of%20multidrug%20resistance-associated%20protein%20%28MRP%29%20subfamily%20of%20ABC%20family%3B%20similar%20to%20S.%20cerevisiae%20Bpt1p"	1012	1138	954	0	796	1767	1283	827	1091	1057	941	862	990	1	1037	1152	0	1012	0	0	1077	0	884	961	1019	1085	850	1251	1005	1069	1062	1037	903	1021	1177	1365	994	1199	853	0	0	1095	956	1042
"CR_08210C_A"	"Ca22chrRA_C_albicans_SC5314"	1783404	1785737	"-"	2334	"CR_08210C_A"	"ACO1"	"%28orf19.6385%29%20Aconitase%3B%20induced%20in%20high%20iron%3B%202%20upstream%20CCAAT%20motifs%3B%20amino%20acid%20starvation%20%283-AT%29%2C%20amphotericin%20B%2C%20phagocytosis%2C%20farnesol%20induced%3B%20Hap43%2C%20fluconazole-repressed%3B%20Gcn4-regulated%3B%20antigenic%20in%20infection%3B%20flow%20and%20Spider%20biofilm%20repressed"	2944	9514	6353	0	2250	20096	12150	2378	6712	10613	2798	21464	6077	0	6290	12418	0	5800	0	0	9898	0	10982	2749	12439	9906	11509	11055	5999	6653	7768	4927	19700	7210	8807	12405	6253	9715	16981	0	0	8770	2774	6485
"CR_08220C_A"	"Ca22chrRA_C_albicans_SC5314"	1786876	1786961	"-"	86	"CR_08220C_A"	"tK%28UUU%293"	"%28tK%28UUU%293%29%20tRNA-Lys%2C%20predicted%20by%20tRNAscan-SE%3B%20UUU%20anticodon"	0	0	0	0	0	3	1	0	0	3	1	1	0	0	1	0	0	0	0	0	2	0	0	1	1	1	0	1	0	2	1	3	2	0	0	1	0	0	0	0	0	0	0	0
"CR_08230C_A"	"Ca22chrRA_C_albicans_SC5314"	1787634	1787708	"-"	75	"CR_08230C_A"	"tK%28UUU%294"	"%28tK%28UUU%294%29%20tRNA-Lys%2C%20predicted%20by%20tRNAscan-SE%3B%20UUU%20anticodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"CR_08240W_A"	"Ca22chrRA_C_albicans_SC5314"	1788639	1788713	"+"	75	"CR_08240W_A"	"tK%28UUU%295"	"%28tK%28UUU%295%29%20tRNA-Lys%2C%20predicted%20by%20tRNAscan-SE%3B%20UUU%20anticodon"	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	1	0	0	1	4	0	1	1	0	0	0	0	0	0	0	0	0	2
"CR_08250C_A"	"Ca22chrRA_C_albicans_SC5314"	1788887	1791586	"-"	2700	"CR_08250C_A"	"HSP104"	"%28orf19.6387%29%20Heat-shock%20protein%3B%20roles%20in%20biofilm%20and%20virulence%3B%20complements%20chaperone%2C%20prion%20activity%20in%20S.%20cerevisiae%3B%20guanidine-insensitive%3B%20heat%20shock%2Fstress%20induced%3B%20repressed%20in%20farnesol-treated%20biofilm%3B%20sumoylation%20target%3B%20Spider%20biofilm%20induced"	1795	4026	13402	0	1364	6226	5012	1537	5052	4055	1603	31179	5272	0	15118	3631	0	4687	0	0	3835	0	30252	1708	26702	4411	30595	4497	4603	17049	14158	13771	34790	18076	4988	5476	4356	6358	32831	2	0	4954	1932	5078
"CR_08260C_A"	"Ca22chrRA_C_albicans_SC5314"	1791590	1791892	"-"	303	"CR_08260C_A"	NA	"%28orf19.6390%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0
"CR_08270W_A"	"Ca22chrRA_C_albicans_SC5314"	1792283	1793203	"+"	921	"CR_08270W_A"	NA	"%28orf19.6391%29%20Protein%20of%20unknown%20function%3B%20transcript%20upregulated%20in%20azole-resistant%20strain%20overexpressing%20MDR1%3B%20Spider%20biofilm%20induced"	5	39	98	0	3	47	18	4	7	35	3	271	5	0	130	31	0	7	0	0	33	0	260	7	215	39	273	21	6	90	110	78	316	109	14	15	9	18	296	0	0	16	8	3
"CR_08280W_A"	"Ca22chrRA_C_albicans_SC5314"	1793368	1794405	"+"	1038	"CR_08280W_A"	NA	"%28orf19.6392%29%20Ortholog%20of%20C.%20dubliniensis%20CD36%20%3A%20Cd36_33870%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_204450%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_113827%20and%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2E04158g"	202	413	177	0	181	733	201	223	152	419	268	413	187	0	181	468	0	134	0	0	412	0	459	155	566	463	526	177	106	197	173	209	484	166	216	195	153	206	523	0	0	218	133	199
"CR_08290W_A"	"Ca22chrRA_C_albicans_SC5314"	1794674	1795927	"+"	1254	"CR_08290W_A"	NA	"%28orf19.6393%29%20Putative%20Arf3p%20GTPase%20activating%20protein%3B%20Hap43p-repressed%20gene%3B%20possibly%20an%20essential%20gene%2C%20disruptants%20not%20obtained%20by%20UAU1%20method"	521	630	573	0	341	998	665	411	780	554	436	459	552	0	681	648	0	668	0	0	632	0	596	542	604	680	708	701	728	781	677	724	532	754	571	685	569	679	587	0	0	691	559	578
"CR_08300C_A"	"Ca22chrRA_C_albicans_SC5314"	1796429	1800589	"-"	4161	"CR_08300C_A"	NA	"%28orf19.6396%29%20Putative%20patatin-like%20phospholipase%3B%20similar%20to%20S.%20cerevisiae%20Nte1p%2C%20which%20is%20predicted%20to%20be%20a%20membrane%20protein%3B%20antigenic%20during%20human%20oral%20infection%3B%20Hap43p-repressed%20gene"	1188	827	625	0	872	1655	1233	1008	1639	847	1113	683	1560	0	730	1104	0	1440	0	0	817	0	579	1219	640	803	614	1325	1359	948	789	843	737	964	1138	1288	1494	1198	646	0	0	1100	1185	1565
"CR_08310C_A"	"Ca22chrRA_C_albicans_SC5314"	1800912	1802069	"-"	1158	"CR_08310C_A"	NA	"%28orf19.6398%29%20S.%20pombe%20ortholog%20SPBC460.04c%20is%20a%20predicted%20sulfonate%2Falpha-ketoglutare%20dioxygenase%3B%20induced%20by%20nitric%20oxide%3B%20Spider%20biofilm%20induced"	23	20	48	0	4	49	28	9	17	68	13	191	10	0	29	22	0	16	0	0	20	0	32	21	21	23	27	36	14	27	35	19	547	24	40	46	9	32	40	0	0	28	19	13
"CR_08320W_A"	"Ca22chrRA_C_albicans_SC5314"	1802701	1803603	"+"	903	"CR_08320W_A"	"ATS1"	"%28orf19.6399%29%20Protein%20required%20for%20modification%20of%20wobble%20nucleosides%20in%20tRNA%3B%20induced%20upon%20adherence%20to%20polystyrene%3B%20regulated%20by%20Sef1%2C%20Sfu1%2C%20and%20Hap43"	540	616	402	0	386	1139	583	401	617	604	501	447	426	0	422	719	0	447	0	0	640	0	497	585	484	596	504	559	469	447	504	411	400	516	543	621	454	576	462	0	0	454	498	458
"CR_08330W_A"	"Ca22chrRA_C_albicans_SC5314"	1804012	1804677	"+"	666	"CR_08330W_A"	NA	"%28orf19.6400%29%20Ortholog%28s%29%20have%20nuclear%20import%20signal%20receptor%20activity%2C%20role%20in%20inositol%20metabolic%20process%2C%20protein%20import%20into%20nucleus%20and%20nuclear%20envelope%20localization"	297	546	255	0	211	865	390	271	315	503	257	322	287	0	250	513	0	261	0	0	508	0	393	264	457	519	463	414	271	293	249	311	366	268	399	480	300	442	391	0	0	360	257	327
"CR_08340W_A"	"Ca22chrRA_C_albicans_SC5314"	1805596	1806795	"+"	1200	"CR_08340W_A"	"CYS3"	"%28orf19.6402%29%20Cystathionine%20gamma-lyase%3B%20induced%20by%20alkaline%2C%20amphotericin%20B%2C%20cadmium%20stress%2C%20oxidative%20stress%20via%20Cap1%3B%20possibly%20adherence-induced%3B%20Hog1%20regulated%3B%20reduced%20levels%20in%20stationary%20phase%20yeast%20cells%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	8027	9277	7826	0	5288	11780	6896	5620	4165	6497	6267	7004	2677	0	8418	7118	0	3905	0	0	8769	0	8224	7675	8996	9356	9108	8205	3422	5905	8939	6417	8520	6293	6139	8327	3570	6194	7737	0	0	6148	6483	3424
"CR_08350W_A"	"Ca22chrRA_C_albicans_SC5314"	1807225	1808469	"+"	1245	"CR_08350W_A"	NA	"%28orf19.6403%29%20Ortholog%28s%29%20have%20adenyl-nucleotide%20exchange%20factor%20activity%2C%20role%20in%20SRP-dependent%20cotranslational%20protein%20targeting%20to%20membrane%2C%20translocation%20and%20endoplasmic%20reticulum%20localization"	1233	920	929	0	957	1707	1202	1143	1160	985	1115	722	1093	0	886	1056	0	970	0	0	921	0	631	1203	737	859	628	1235	1145	1038	873	1070	807	1104	1234	1207	1121	1221	675	0	0	1208	1089	1093
"CR_08360C_A"	"Ca22chrRA_C_albicans_SC5314"	1808666	1809337	"-"	672	"CR_08360C_A"	"RPP2A"	"%28orf19.6403.1%29%20Acidic%20ribosomal%20protein%3B%20likely%20role%20in%20translation%20elongation%20regulation%3B%20interacts%20with%20Rpp1B%3B%201%20of%204%20similar%20ribosomal%20proteins%20%28Rpp1A%2C%20Rpp1B%2C%20Rpp2A%2C%20Rpp2B%29%3B%20CUG%20start%20codon%3B%20upstream%20uORFs%3B%20Tbf1-induced%3B%20Spider%20biofilm%20repressed"	2269	1483	1343	0	2333	3471	1943	2281	1765	1855	2575	1116	1474	0	1339	1893	0	1553	0	0	1603	0	870	2202	876	1475	835	2032	1550	1129	1353	1261	1092	1061	2015	2367	1674	1729	1160	0	0	2008	1929	1777
