"Geneid"	"Chr"	"Start"	"End"	"Strand"	"Length"	"Name"	"Gene"	"Note"	"CEC3609_2_TR_24"	"CEC3609_3_TR_3"	"NI_3_TR_3"	"CEC3609_3_TR_6"	"CEC3672_3_TR_3"	"CEC3609_1_TR_6"	"NI_2_TR_3"	"CEC3672_2_TR_24"	"CEC3609_2_FP_6"	"CEC3609_1_FP_6"	"CEC3672_1_FP_24"	"CEC3609_2_FP_3"	"NI_2_TR_6"	"CEC3609_1_TR_24"	"CEC3672_1_TR_3"	"CEC3609_2_TR_6"	"NI_1_TR_24"	"CEC3672_1_TR_6"	"CEC3672_1_FP_3"	"CEC3672_3_TR_6"	"CEC3672_2_TR_3"	"CEC3609_3_FP_3"	"CEC3672_3_FP_3"	"CEC3609_2_TR_3"	"CEC3672_1_FP_6"	"NI_2_TR_24"	"CEC3672_2_FP_3"	"CEC3609_1_TR_3"	"CEC3672_2_FP_24"	"CEC3672_2_FP_6"	"CEC3609_2_FP_24"	"CEC3609_1_FP_3"	"CEC3609_1_FP_24"	"CEC3672_1_TR_24"	"CEC3672_3_TR_24"	"NI_1_TR_6"	"NI_1_TR_3"	"CEC3672_3_FP_24"	"CEC3609_3_FP_6"	"CEC3672_2_TR_6"	"CEC3609_3_FP_24"	"CEC3672_3_FP_6"	"CEC3609_3_TR_24"	"NI_3_TR_24"
"CR_09240C_A"	"Ca22chrRA_C_albicans_SC5314"	1967127	1967570	"-"	444	"CR_09240C_A"	NA	"%28orf19.7322%29%20Protein%20of%20unknown%20function%3B%20S.%20cerevisae%20ortholog%20Ypl225w%20interacts%20with%20ribosomes%3B%20rat%20catheter%20biofilm%20induced"	1813	1386	0	1311	1261	1301	0	2251	1138	1055	1148	1402	0	1737	1148	1178	0	1279	1174	1092	1209	1618	1285	1521	1251	0	1309	1697	984	1160	1546	1504	1357	1392	1381	0	0	929	1127	1334	1412	1245	1725	0
"CR_09270C_A"	"Ca22chrRA_C_albicans_SC5314"	1968719	1970188	"-"	1470	"CR_09270C_A"	"CBP1"	"%28orf19.7323%29%20Corticosteroid%20binding%20protein%3B%20transcription%20induced%20at%20late%20log-phase%20or%20upon%20adherence%20to%20polystyrene%3B%20not%20induced%20by%20corticosterone%3B%20contains%20a%20possible%20NAD%2FFAD%20binding%20region%3B%20regulated%20by%20Nrg1%2C%20Tup1%3B%20Spider%20biofilm%20induced"	7075	8475	0	4505	6747	4076	0	9396	5857	6574	4528	8061	0	7693	6166	4651	0	5721	6621	5889	6995	9791	6629	8826	5348	0	6407	9168	4430	4615	5162	8975	4389	5574	6224	0	0	4150	6058	5732	4758	4859	8075	0
"CR_09290W_A"	"Ca22chrRA_C_albicans_SC5314"	1972214	1973233	"+"	1020	"CR_09290W_A"	"THI13"	"%28orf19.7324%29%20Thiamin%20pyrimidine%20synthase%3B%20synthesis%20of%20the%20thiamine%20precursor%20hydroxymethylpyrimidine%20phosphate%3B%20single-turnover%20enzyme%20that%20provides%20histidine%20for%20HMP-P%20formation%3B%20induced%20by%20nitric%20oxide%20independent%20of%20Yhb1%3B%20Spider%20biofilm%20induced"	966	730	0	449	923	344	0	969	568	737	483	473	0	1044	689	397	0	607	540	559	767	551	633	583	521	0	604	718	496	430	671	483	515	557	634	0	0	467	605	550	508	465	1307	0
"CR_09300C_A"	"Ca22chrRA_C_albicans_SC5314"	1973390	1974295	"-"	906	"CR_09300C_A"	"SCO1"	"%28orf19.7325%29%20Putative%20copper%20transporter%3B%20Hap43p-repressed%20gene"	1629	1349	0	1450	1983	1255	0	2594	1465	1696	1384	1118	0	1668	1732	1457	0	1194	2141	1117	2031	1377	2182	1302	1331	0	2180	1432	1267	1286	1408	1321	1347	1485	1761	0	0	1311	1519	1354	1402	1333	1604	0
"CR_09310W_A"	"Ca22chrRA_C_albicans_SC5314"	1974738	1976477	"+"	1740	"CR_09310W_A"	NA	"%28orf19.7326%29%20Ortholog%28s%29%20have%20protein-lysine%20N-methyltransferase%20activity%20and%20role%20in%20peptidyl-lysine%20dimethylation%2C%20peptidyl-lysine%20monomethylation"	631	817	0	923	909	744	0	1520	900	872	909	799	0	517	818	860	0	929	907	1090	916	952	824	943	1001	0	832	1038	785	891	545	856	682	859	1026	0	0	774	833	998	673	1044	542	0
"CR_09320C_A"	"Ca22chrRA_C_albicans_SC5314"	1976705	1977280	"-"	576	"CR_09320C_A"	"PHO88"	"%28orf19.7327%29%20Protein%20with%20a%20role%20in%20phosphate%20transport%3B%20biofilm-regulated%20expression%3B%20amphotericin%20B%20repressed"	1547	2523	0	1528	1391	1451	0	3427	1205	1115	1782	2333	0	1537	1376	1516	0	1540	1461	1574	1511	2528	1372	2858	1216	0	1516	2896	1633	1241	1607	2582	1663	1905	2069	0	0	1651	1123	1725	1686	1377	1429	0
"CR_09330C_A"	"Ca22chrRA_C_albicans_SC5314"	1977674	1980379	"-"	2706	"CR_09330C_A"	NA	"%28orf19.7328%29%20Protein%20with%20a%20Staphylococcal%20nuclease%20domain%3B%20transcript%20regulated%20by%20Mig1%20and%20Tup1%3B%20flow%20model%20and%20Spider%20biofilm%20repressed"	918	3956	0	1095	2147	1007	0	2203	1062	1173	1067	2887	0	1132	1744	1041	0	1601	1916	1346	1901	3320	1977	3979	1355	0	1999	4005	908	1306	711	3023	679	1327	1524	0	0	977	1183	1478	728	1339	1203	0
"CR_09340W_A"	"Ca22chrRA_C_albicans_SC5314"	1981012	1981515	"+"	504	"CR_09340W_A"	NA	"%28orf19.7329%29%20Ortholog%28s%29%20have%20ubiquitin%20conjugating%20enzyme%20activity"	1514	2579	0	1914	1584	1669	0	1673	1954	2333	1116	1653	0	1567	1565	1984	0	1380	1269	1249	1792	1868	1409	2616	1237	0	1381	2864	1183	1079	1866	1844	1678	972	1025	0	0	1152	2172	1429	1674	1139	1545	0
"CR_09350C_A"	"Ca22chrRA_C_albicans_SC5314"	1982021	1982734	"-"	714	"CR_09350C_A"	NA	"%28orf19.7330%29%20Protein%20with%20a%20predicted%20heme%20oxygenase%20domain%3B%20Spider%20biofilm%20induced"	6	1	0	9	21	8	0	58	13	23	35	2	0	6	35	7	0	39	17	36	23	3	17	2	39	0	22	3	25	33	18	4	16	21	30	0	0	21	25	29	18	40	7	0
"CR_09360W_A"	"Ca22chrRA_C_albicans_SC5314"	1983094	1984680	"+"	1587	"CR_09360W_A"	"FCY24"	"%28orf19.7331%29%20Putative%20transporter%3B%20more%20similar%20to%20S.%20cerevisiae%20Tpn1%2C%20which%20is%20a%20vitamin%20B6%20transporter%2C%20than%20to%20purine-cytosine%20permeases%3B%20transcription%20is%20regulated%20by%20Nrg1%3B%20Spider%20biofilm%20induced"	314	204	0	259	511	311	0	940	323	297	423	120	0	325	407	293	0	460	397	420	523	162	397	214	435	0	406	211	417	359	288	143	265	571	589	0	0	419	315	429	288	419	261	0
"CR_09370W_A"	"Ca22chrRA_C_albicans_SC5314"	1985044	1988631	"+"	3588	"CR_09370W_A"	"ELF1"	"%28orf19.7332%29%20Putative%20mRNA%20export%20protein%3B%20Walker%20A%20and%20B%20%28ATP%2FGTP%20binding%29%20motifs%3B%20required%20for%20wild-type%20morphology%2C%20growth%3B%20expressed%20in%20hyphal%2C%20pseudohyphal%2C%20and%20yeast%20form%3B%20Hap43-induced%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	5319	5192	0	5764	2741	5636	0	9079	4213	3127	5830	4290	0	4392	3248	5620	0	4334	3311	5139	3279	4736	2698	5984	3870	0	3203	6274	5616	4043	4840	4865	5765	5153	6103	0	0	5426	3261	4526	5320	4328	4011	0
"CR_09380W_A"	"Ca22chrRA_C_albicans_SC5314"	1989010	1989912	"+"	903	"CR_09380W_A"	"PRE8"	"%28orf19.7335%29%20Putative%20alpha-2_sc%20subunit%20of%20proteasome%3B%20macrophage-induced%20protein%3B%20regulated%20by%20Gcn2p%20and%20Gcn4p%3B%20transcription%20is%20positively%20regulated%20by%20Tbf1p%3B%20stationary%20phase%20enriched%20protein"	1404	1745	0	1326	1457	1179	0	2821	1343	1322	1447	1576	0	1517	1463	1290	0	1568	1590	1394	1704	1913	1499	1837	1528	0	1630	2078	1308	1392	1239	1765	1162	1565	1767	0	0	1382	1306	1439	1207	1572	1477	0
"CR_09390C_A"	"Ca22chrRA_C_albicans_SC5314"	1990348	1992162	"-"	1815	"CR_09390C_A"	NA	"%28orf19.7336%29%20Predicted%20membrane%20transporter%3B%20member%20of%20the%20drug%3Aproton%20antiporter%20%2814%20spanner%29%20%28DHA2%29%20family%2C%20major%20facilitator%20superfamily%20%28MFS%29%3B%20Spider%20biofilm%20induced"	11	7	0	11	1	9	0	9	12	9	5	3	0	8	6	13	0	5	9	12	4	4	9	9	12	0	6	4	6	14	3	8	6	7	5	0	0	5	11	10	3	20	9	0
"CR_09410W_A"	"Ca22chrRA_C_albicans_SC5314"	2000249	2002363	"+"	2115	"CR_09410W_A"	NA	"%28orf19.7337%29%20Protein%20with%20a%20nischarin%20related%20domain%20and%20leucine%20rich%20repeats%3B%20Spider%20biofilm%20induced"	836	704	0	1294	1073	1233	0	1068	1392	977	912	545	0	718	1219	1343	0	1073	1066	1134	1315	642	1109	740	955	0	1133	736	862	869	855	540	1046	668	724	0	0	805	1144	977	973	1012	577	0
"CR_09420C_A"	"Ca22chrRA_C_albicans_SC5314"	2002832	2005762	"-"	2931	"CR_09420C_A"	"BGL22"	"%28orf19.7339%29%20Putative%20glucanase%3B%20induced%20during%20cell%20wall%20regeneration"	482	337	0	683	672	590	0	969	702	672	694	206	0	481	575	637	0	681	506	726	740	233	542	300	591	0	575	301	634	521	534	243	669	471	619	0	0	666	656	708	617	573	307	0
"CR_09430C_A"	"Ca22chrRA_C_albicans_SC5314"	2006281	2006613	"-"	333	"CR_09430C_A"	NA	"%28orf19.7340%29%20Protein%20of%20unknown%20function%3B%20possibly%20C.%20albicans%20specific%3B%20Spider%20biofilm%20induced"	44	39	0	53	52	87	0	83	81	99	36	30	0	63	71	67	0	75	42	69	86	21	56	43	54	0	47	33	62	55	55	23	56	58	44	0	0	74	65	99	46	57	35	0
"CR_09440C_A"	"Ca22chrRA_C_albicans_SC5314"	2006760	2007807	"-"	1048	"CR_09440C_A"	NA	"%28orf19.7341%29%20Protein%20of%20unknown%20function%3B%20flow%20model%20biofilm%20induced%3B%20ketoconazole-repressed"	2996	1846	0	3284	3437	2778	0	2850	3724	3859	2671	1419	0	3041	3332	3634	0	3498	2437	3456	3911	1676	2349	1906	2861	0	2585	1934	2461	2338	3208	1643	3088	1897	2133	0	0	2417	3849	3396	2864	2653	2658	0
"CR_09450C_A"	"Ca22chrRA_C_albicans_SC5314"	2008897	2008968	"-"	72	"CR_09450C_A"	"tD%28GUC%297"	"%28tD%28GUC%297%29%20tRNA-Asp%2C%20predicted%20by%20tRNAscan-SE%3B%20GUC%20anticodon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CR_09460C_A"	"Ca22chrRA_C_albicans_SC5314"	2015134	2015427	"-"	294	"CR_09460C_A"	NA	"%28orf19.7341.1%29%20Protein%20of%20unknown%20function%3B%20Spider%20biofilm%20induced"	9010	1594	0	12135	3796	10972	0	8953	11095	10440	7322	920	1	9193	4135	11038	0	6665	3331	7149	5017	1014	2816	1585	5530	0	3503	1716	7406	5567	11412	898	11093	5922	5429	0	0	7166	9569	6988	9138	5994	9523	0
"CR_09470W_A"	"Ca22chrRA_C_albicans_SC5314"	2017154	2021266	"+"	4113	"CR_09470W_A"	"AXL1"	"%28orf19.7342%29%20Putative%20endoprotease%3B%20induced%20by%20alpha%20factor%3B%20transcript%20is%20upregulated%20in%20an%20RHE%20model%20of%20oral%20candidiasis%20and%20in%20clinical%20isolates%20from%20HIV%2B%20patients%20with%20oral%20candidiasis"	165	80	0	112	81	143	0	338	165	153	157	119	0	154	93	142	0	128	100	121	74	121	139	97	140	0	130	107	198	119	196	103	179	225	196	0	0	163	155	107	141	137	167	0
"CR_09480W_A"	"Ca22chrRA_C_albicans_SC5314"	2021791	2023167	"+"	1377	"CR_09480W_A"	NA	"%28orf19.7343%29%20Ortholog%28s%29%20have%20role%20in%20mRNA%20splicing%2C%20via%20spliceosome%2C%20snoRNA%20splicing%20and%20U4%2FU6%20x%20U5%20tri-snRNP%20complex%20localization"	787	655	0	1015	642	845	0	1407	959	837	1041	669	0	783	716	836	0	890	719	940	797	788	638	687	930	0	749	760	1014	856	905	714	983	866	943	0	0	985	824	863	997	917	746	0
"CR_09490W_A"	"Ca22chrRA_C_albicans_SC5314"	2023612	2026119	"+"	2508	"CR_09490W_A"	NA	"%28orf19.7344%29%20Ortholog%28s%29%20have%20DNA%20binding%2C%20chromatin%20binding%2C%20histone%20deacetylase%20activity"	418	199	0	482	292	505	0	854	596	446	524	157	0	370	321	403	0	417	308	407	350	218	321	177	410	0	342	189	501	437	391	175	461	524	515	0	0	469	512	340	421	462	344	0
"CR_09500C_A"	"Ca22chrRA_C_albicans_SC5314"	2026459	2027463	"-"	1005	"CR_09500C_A"	NA	"%28orf19.7345%29%20Ortholog%28s%29%20have%20ATP%20binding%20activity"	628	274	0	680	239	633	0	917	632	566	672	213	0	619	306	643	0	463	274	463	307	220	304	264	339	0	317	262	628	352	730	185	746	549	574	0	0	616	630	439	638	410	564	0
"CR_09510C_A"	"Ca22chrRA_C_albicans_SC5314"	2027819	2028619	"-"	801	"CR_09510C_A"	NA	"%28orf19.6612%29%20Putative%20mitochondrial%20protein%3B%20Hap43p-induced%20gene"	1214	1448	0	1104	886	1171	0	2827	978	958	1445	1525	0	1213	1104	1059	0	1142	1258	1036	1186	1822	1116	1590	1150	0	1186	1673	1215	1144	1193	1515	1179	1604	1785	0	0	1370	867	1054	1190	1203	1235	0
"CR_09520C_A"	"Ca22chrRA_C_albicans_SC5314"	2028990	2031764	"-"	2775	"CR_09520C_A"	NA	"%28orf19.6610%29%20Ortholog%28s%29%20have%20microtubule%20plus%20end%20polymerase%2C%20microtubule%20plus-end%20binding%2C%20structural%20constituent%20of%20cytoskeleton%20activity"	324	672	0	303	333	283	0	542	346	343	208	527	0	370	401	295	0	377	478	426	424	674	380	653	391	0	433	699	222	342	176	639	184	300	414	0	0	226	314	402	220	412	342	0
"CR_09530C_A"	"Ca22chrRA_C_albicans_SC5314"	2032341	2034509	"-"	2169	"CR_09530C_A"	NA	"%28orf19.6608%29%20Predicted%20DDE%20superfamily%20endonuclease%20domain%3B%20repression%20correlates%20with%20clinical%20development%20of%20fluconazole%20resistance%3B%20Spider%20biofilm%20induced"	3488	1241	0	2825	3012	2653	0	4508	2979	3366	3834	1338	0	3591	3184	3034	0	4942	2779	5130	3737	1520	2573	1145	3990	0	2745	1251	3865	3380	3812	1398	3708	2921	2676	0	0	3798	3002	4851	3225	3878	3433	1
"CR_09550C_A"	"Ca22chrRA_C_albicans_SC5314"	2035681	2036295	"-"	615	"CR_09550C_A"	"NUO1"	"%28orf19.6607%29%20NADH-ubiquinone%20oxidoreductase%20subunit%20with%20roles%20in%20mitochondrial%20respiratory%20chain%20complex%20I%20assembly"	2402	1856	0	2042	2782	1888	0	3386	2254	2131	2532	1814	0	2463	2613	1964	0	3199	2301	2977	2972	2107	2212	1685	2614	0	2462	1981	2300	2671	2340	1875	1883	2157	2328	0	0	2394	2072	2918	1862	2945	2626	0
"CR_09560C_A"	"Ca22chrRA_C_albicans_SC5314"	2037364	2038728	"-"	1365	"CR_09560C_A"	NA	"%28orf19.6606%29%20Ortholog%20of%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_201040%2C%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_112677%2C%20Debaryomyces%20hansenii%20CBS767%20%3A%20DEHA2E02420g%20and%20Pichia%20stipitis%20Pignal%20%3A%20PICST_37559"	318	153	0	225	281	232	0	631	292	273	505	166	0	291	328	310	0	335	233	324	322	224	261	160	274	0	258	187	376	296	375	141	411	360	407	0	0	413	286	341	346	358	279	0
"CR_09570W_A"	"Ca22chrRA_C_albicans_SC5314"	2039079	2039942	"+"	864	"CR_09570W_A"	NA	"%28orf19.6605%29%20Has%20domain%28s%29%20with%20predicted%20integral%20component%20of%20membrane%20localization"	404	370	0	381	516	416	0	678	384	394	464	335	0	382	490	448	0	580	338	560	554	436	384	347	392	0	423	405	484	348	446	302	417	511	459	0	0	446	378	501	421	442	429	0
"CR_09580C_A"	"Ca22chrRA_C_albicans_SC5314"	2040062	2041437	"-"	1376	"CR_09580C_A"	NA	"%28orf19.6604%29%20Ortholog%20of%20S.%20cerevisiae%20Pba1%20that%20is%20involved%20in%2020S%20proteasome%20assembly%3B%20upregulated%20in%20a%20cyr1%20null%20mutant%3B%20contains%20a%205%27%20UTR%20intron"	460	888	0	547	2112	534	0	1083	1036	827	607	887	0	506	1832	594	0	1802	1417	1581	2110	1003	1475	806	1532	0	1544	923	575	1408	491	875	371	809	746	0	0	565	801	1548	380	1531	554	0
"CR_09590W_A"	"Ca22chrRA_C_albicans_SC5314"	2042657	2043526	"+"	870	"CR_09590W_A"	NA	"%28orf19.6602%29%20Ortholog%28s%29%20have%20role%20in%20ubiquinone-6%20biosynthetic%20process%20and%20mitochondrial%20inner%20membrane%20localization"	601	668	0	614	585	624	0	919	775	671	527	611	0	539	711	627	0	781	626	779	785	695	680	705	719	0	751	802	536	787	580	562	540	657	597	0	0	523	603	686	465	907	542	0
"CR_09600C_A"	"Ca22chrRA_C_albicans_SC5314"	2043667	2044170	"-"	504	"CR_09600C_A"	"YKE2"	"%28orf19.6601.1%29%20Possible%20heterohexameric%20Gim%2Fprefoldin%20protein%20complex%20subunit%3B%20role%20in%20folding%20alpha-tubulin%2C%20beta-tubulin%2C%20and%20actin%3B%20transcript%20induced%20by%20yeast-to-hypha%20switch%3B%20regulated%20by%20Nrg1%2C%20Tup1%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	2356	5590	0	4793	11547	4383	0	3546	6767	7545	2233	5431	0	2673	11403	4711	0	10791	9434	8965	12561	6547	9308	5854	9305	0	9191	6336	2000	7099	2375	5619	1867	2435	2403	0	0	1981	6956	9682	1938	8056	2727	0
"CR_09610C_A"	"Ca22chrRA_C_albicans_SC5314"	2044932	2046140	"-"	1209	"CR_09610C_A"	NA	"%28orf19.6601%29%20Protein%20of%20unknown%20function%3B%20rat%20catheter%20and%20flow%20model%20biofilm%20induced"	481	386	0	896	1197	906	0	797	686	592	568	205	0	411	1147	838	0	773	1015	813	1321	244	859	361	445	0	889	378	438	514	534	237	496	408	454	0	0	515	669	776	546	551	383	0
"CR_09620C_A"	"Ca22chrRA_C_albicans_SC5314"	2047539	2048129	"-"	591	"CR_09620C_A"	NA	"%28orf19.6600%29%20Ortholog%28s%29%20have%20phosphatidic%20acid%20transporter%20activity%20and%20role%20in%20cardiolipin%20metabolic%20process%2C%20phospholipid%20translocation%2C%20positive%20regulation%20of%20phosphatidylcholine%20biosynthetic%20process"	810	306	0	592	577	573	0	775	820	734	630	324	0	708	529	596	0	465	473	448	540	344	462	284	465	0	468	326	542	464	774	294	663	462	448	0	0	577	669	391	724	493	695	0
"CR_09630W_A"	"Ca22chrRA_C_albicans_SC5314"	2049080	2049173	"+"	94	"CR_09630W_A"	"tN%28GUU%294"	"%28tN%28GUU%294%29%20tRNA-Asn%2C%20predicted%20by%20tRNAscan-SE%3B%20GUU%20anticodon"	0	2	0	2	1	0	0	2	2	0	1	2	0	1	0	6	0	1	3	2	1	1	0	1	0	0	1	2	2	2	2	0	0	1	1	0	0	1	0	0	2	0	1	0
"CR_09640C_A"	"Ca22chrRA_C_albicans_SC5314"	2049605	2049799	"-"	195	"CR_09640C_A"	NA	"%28orf19.6599.1%29%20Ortholog%28s%29%20have%20role%20in%20cytoplasmic%20translation"	692	569	0	584	682	593	0	1482	545	459	783	567	0	748	603	602	0	732	585	659	697	575	557	548	656	0	699	639	754	662	833	530	727	928	811	0	0	803	476	732	715	741	719	0
"CR_09650W_A"	"Ca22chrRA_C_albicans_SC5314"	2050217	2052358	"+"	2142	"CR_09650W_A"	"WAL1"	"%28orf19.6598%29%20Protein%20required%20for%20hyphal%20growth%20and%20for%20wild-type%20cell%20morphology%2C%20polarized%20budding%2C%20endocytosis%2C%20vacuole%20morphology%3B%20similar%20to%20Wiskott-Aldrich%20syndrome%20protein%3B%20localizes%20to%20cortical%20actin%20patches%20and%20hyphal%20tips"	666	692	0	603	555	537	0	1010	640	673	628	497	0	709	743	618	0	784	667	842	923	523	700	816	705	0	648	715	781	593	827	549	1248	563	655	0	0	686	739	823	970	625	694	0
"CR_09660W_A"	"Ca22chrRA_C_albicans_SC5314"	2052941	2054116	"+"	1176	"CR_09660W_A"	NA	"%28orf19.6597%29%20Ortholog%20of%20S.%20cerevisiae%20%3A%20YLR287C%2C%20C.%20glabrata%20CBS138%20%3A%20CAGL0M09757g%2C%20C.%20dubliniensis%20CD36%20%3A%20Cd36_34830%2C%20C.%20parapsilosis%20CDC317%20%3A%20CPAR2_701110%20and%20Candida%20tenuis%20NRRL%20Y-1498%20%3A%20CANTEDRAFT_114424"	201	287	0	249	264	291	0	504	282	220	269	288	0	185	283	229	0	338	311	411	259	376	253	334	263	0	244	376	269	293	211	266	196	320	360	0	0	279	199	265	221	329	198	0
"CR_09670C_A"	"Ca22chrRA_C_albicans_SC5314"	2054141	2055052	"-"	912	"CR_09670C_A"	NA	"%28orf19.6596%29%20Putative%20esterase%3B%20possibly%20transcriptionally%20regulated%20by%20Tac1%3B%20induced%20by%20Mnl1%20under%20weak%20acid%20stress%3B%20protein%20present%20in%20exponential%20and%20stationary%20growth%20phase%20yeast%20cultures%3B%20Spider%20biofilm%20repressed"	789	786	0	653	540	629	0	1163	597	615	590	617	0	766	466	681	0	538	567	539	496	728	498	707	519	0	566	799	565	486	747	642	780	718	710	0	0	541	616	495	799	550	845	0
"CR_09680C_A"	"Ca22chrRA_C_albicans_SC5314"	2055720	2057090	"-"	1371	"CR_09680C_A"	"RTA4"	"%28orf19.6595%29%20Protein%20similar%20to%20S.%20cerevisiae%20Rsb1p%2C%20involved%20in%20fatty%20acid%20transport%3B%20transposon%20mutation%20affects%20filamentous%20growth%3B%20alkaline%20downregulated%3B%20caspofungin%20induced%3B%20possibly%20an%20essential%20gene%3B%20Hap43p-repressed"	857	672	0	380	983	313	0	535	384	406	249	213	0	1107	740	444	0	552	534	591	901	236	584	432	409	0	514	585	228	344	620	218	383	304	310	0	0	252	376	479	358	388	1286	0
"CR_09690C_A"	"Ca22chrRA_C_albicans_SC5314"	2059146	2061044	"-"	1899	"CR_09690C_A"	"PLB3"	"%28orf19.6594%29%20GPI-anchored%20cell%20surface%20phospholipase%20B%3B%20possibly%20secreted%3B%20fungal-specific%20%28no%20mammalian%20homolog%29%3B%20induced%20by%20Tbf1%3B%20fluconazole-induced%3B%20possible%20essential%20gene%20%28UAU1%20method%29%3B%20Spider%20and%20flow%20model%20biofilm%20induced"	5141	3324	0	5726	2973	4993	0	4159	5131	5529	3314	2568	0	5023	3157	5252	0	3845	2042	3828	3359	2935	1944	3587	3348	0	2183	3725	3144	2620	5737	2851	5133	2647	3005	0	0	3119	5212	3724	5091	2865	5203	0
"CR_09700W_A"	"Ca22chrRA_C_albicans_SC5314"	2063617	2065386	"+"	1770	"CR_09700W_A"	NA	"%28orf19.6592%29%20Predicted%20membrane%20transporter%2C%20member%20of%20the%20aromatic%20acid%3Aproton%20symporter%20%28AAHS%29%20family%2C%20major%20facilitator%20superfamily%20%28MFS%29"	86	91	0	83	187	90	0	227	159	158	120	63	0	72	193	115	0	143	177	131	201	100	211	105	208	0	185	110	78	191	70	90	62	157	159	0	0	94	181	157	76	178	60	0
"CR_09710W_A"	"Ca22chrRA_C_albicans_SC5314"	2066448	2067626	"+"	1179	"CR_09710W_A"	"PCD1"	"%28orf19.6591%29%20Ortholog%28s%29%20have%208-oxo-7%2C8-dihydroguanosine%20triphosphate%20pyrophosphatase%20activity%2C%20role%20in%20DNA%20repair%20and%20peroxisome%20localization"	459	345	0	691	253	672	0	761	620	676	466	348	0	456	267	655	0	338	278	415	301	385	307	349	384	0	270	391	475	389	540	374	494	440	484	0	0	454	654	413	505	374	444	0
"CR_09720W_A"	"Ca22chrRA_C_albicans_SC5314"	2067865	2068431	"+"	567	"CR_09720W_A"	"VMA22"	"%28orf19.6590%29%20Ortholog%28s%29%20have%20unfolded%20protein%20binding%20activity%20and%20role%20in%20vacuolar%20acidification%2C%20vacuolar%20proton-transporting%20V-type%20ATPase%20complex%20assembly"	58	60	0	67	59	72	0	193	91	69	96	58	0	80	75	68	0	92	94	85	78	67	65	71	96	0	73	87	98	87	75	45	69	109	105	0	0	119	79	81	74	108	59	0
"CR_09730C_A"	"Ca22chrRA_C_albicans_SC5314"	2068472	2069818	"-"	1347	"CR_09730C_A"	"SSF1"	"%28orf19.6589%29%20Protein%20involved%20in%20ribosome%20biogenesis%3B%20ortholog%20of%20S.%20cerevisiae%20Ssf1%3B%20Hap43-induced%3B%20rat%20catheter%20and%20Spider%20biofilm%20induced"	1572	1875	0	1881	1013	1747	0	2603	1593	1199	1434	1905	0	1386	1120	1637	0	1486	1326	1744	1232	1996	1078	2222	1500	0	1247	2323	1465	1409	1391	2017	1675	1671	1688	1	0	1417	1349	1521	1521	1588	1338	0
"CR_09740W_A"	"Ca22chrRA_C_albicans_SC5314"	2069945	2071549	"+"	1605	"CR_09740W_A"	NA	"%28orf19.7546%29%20Protein%20involved%20in%20rRNA%20processing%3B%20required%20for%20maturation%20of%20the%2035S%20primary%20transcript%20of%20pre-rRNA%20and%20for%20cleavage%20leading%20to%20mature%2018S%20rRNA%3B%20Spider%20biofilm%20induced"	1390	1820	0	1577	866	1433	0	2387	1298	1245	1371	1615	0	1338	893	1444	0	1291	974	1389	952	1806	858	1935	1276	0	939	2161	1408	1063	1336	1588	1652	1420	1561	0	1	1291	1192	1339	1550	1139	1280	0
"CR_09750C_A"	"Ca22chrRA_C_albicans_SC5314"	2071617	2072705	"-"	1089	"CR_09750C_A"	NA	"%28orf19.7547%29%20Ortholog%28s%29%20have%20phosphatidylinositol-3-phosphate%20binding%2C%20ubiquitin%20protein%20ligase%20activity%20and%20role%20in%20cytoplasm%20protein%20quality%20control%20by%20the%20ubiquitin-proteasome%20system%2C%20protein%20ubiquitination"	973	451	0	1002	679	911	0	1365	931	956	1015	361	0	902	650	932	0	682	522	592	783	454	523	421	645	0	552	507	963	583	1074	409	1188	831	884	0	0	974	1009	620	1237	643	751	0
"CR_09760W_A"	"Ca22chrRA_C_albicans_SC5314"	2073298	2073834	"+"	537	"CR_09760W_A"	"MED21"	"%28orf19.7548%29%20Ortholog%28s%29%20have%20RNA%20polymerase%20II%20repressing%20transcription%20factor%20binding%2C%20transcription%20coactivator%20activity%2C%20transcription%20corepressor%20activity"	226	160	0	320	233	228	0	393	350	260	336	178	0	253	259	230	0	254	267	262	289	164	230	124	258	0	254	161	343	279	302	164	387	284	252	0	0	318	287	265	288	264	209	0
"CR_09770C_A"	"Ca22chrRA_C_albicans_SC5314"	2073883	2076060	"-"	2178	"CR_09770C_A"	"PMT5"	"%28orf19.7549%29%20Protein%20mannosyltransferase%20%28PMT%29%2C%20expressed%20at%20extremely%20low%20levels%3B%20not%20required%20for%20wild-type%20hyphal%20growth%2C%20drug%20resistance%2C%20or%20virulence%20in%20mouse%20systemic%20infection%3B%20one%20of%20five%20PMT%20family%20members"	613	1051	0	670	980	602	0	1387	716	651	811	977	0	622	947	690	0	1027	1120	1065	1000	1092	951	943	921	0	1081	1039	732	967	505	1089	556	866	947	0	0	725	660	991	565	1030	648	0
